m,RoundRobin+Floors,MaxCQI+Floors,ProportionalFair+Floors,GTMD-noPay,GTMD-RL
0.85,0.9998892060498483,0.9984456649044107,1.020315049391053,0.9342588114495058,0.9926184141867329
1.0,1.0,1.0,1.0,1.0,1.0
1.25,0.9998224147748724,0.9994039053196828,1.0001369001820035,1.0762029917454632,0.9871926334841593
1.5,0.9997843400933899,0.9989840037295932,1.0001369001820035,1.109195675009142,0.9566235167752762
2.0,0.9997843400933899,0.99890964718128,1.0001369001820035,1.1281314205982147,0.917088627294153
3.0,0.9997843400933899,0.99890964718128,1.0001369001820035,1.1264456214047573,0.8734551380483816
