load,L,rho_hat,truthful_reward_per_slot,strategic_reward_per_slot,truthful_utility,strategic_utility,ic_slack,theory_rho_T_over_L,mean_delay_ms,sla_violation_rate,throughput_mbps,wasted_prbs
0.45,30,0.0,-0.9023143267006903,-1.1598425056037485,12929.062714428466,20015.96198192319,7086.899267494722,0.0,0.5103596217097498,0.04444444444444444,4.853018872843732,1.0325020200435133
0.45,60,0.0,-3.0533388342192356,-3.3157148332978643,13979.18304034458,21744.852751515788,7765.669711171207,0.0,0.664981430080387,0.08,5.2041473343229185,0.8536478477324693
