slot,epoch,slice,tenant,load,L,theta,report,report_multiplier,weight,allocation_prbs,throughput_mbps,latency_ms,cqi,snr_db,ber,demand_prbs,binding,sla_violation,wasted_prbs
9,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.28936067231879486,0.0,10.0,13.715070270820101,3.4642587333878647e-12,1.0604557990155736,0,0,0.9395442009844264
10,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.21131239808867217,0.0,11.0,15.844451957654965,9.36282805263681e-19,1.022985466924195,0,0,0.9770145330758051
10,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.24882438482007796,12.0,18.3023681700355,1.426258078731911e-31,9.010407275442846,0,0,0.0
10,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.8060436,4.443287204331629,10.0,13.26050297805877,3.7728841415016926e-11,1.0604557990155736,0,0,0.9395442009844264
11,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.17862180124803906,0.0,12.0,16.5662630467894,8.316524298103297e-22,1.022985466924195,0,0,0.9770145330758051
11,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.10294154594573933,12.0,17.64964864864081,1.9314455414568244e-27,10.866909217138435,0,0,0.0
11,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,3,1.2090653999999998,2.189439927365092,10.0,13.272856264375893,3.547096214721001e-11,9.94703020767883,0,0,0.0
12,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.5500332492902187,0.0,12.0,17.10912449826483,1.8650037788655882e-24,1.022985466924195,0,0,0.9770145330758051
12,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.07946907520919964,12.0,16.870085402795066,3.0041659774357047e-23,9.553963667269388,0,0,0.0
12,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.8060436,2.6717562280399725,10.0,14.036866360088064,5.475002368407369e-13,7.628775581110848,0,0,0.0
13,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.5010057412734819,0.0,12.0,16.33936404776425,8.584711566300294e-21,1.022985466924195,0,0,0.9770145330758051
13,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,3.7454981319340326,0.0,11.0,16.287094458274275,1.4452212900616235e-20,9.467573295189796,0,0,0.0
13,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.9807429599999999,1.4366385136739817,11.0,14.605136510891073,1.4890397257744582e-14,5.452130470576327,0,0,0.0
14,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.9807429599999999,0.5737841386926599,11.0,15.961864090237714,3.225120686787436e-19,1.022985466924195,0,0,0.9770145330758051
14,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,4.373751888617278,0.0,12.0,17.170456608939435,8.917090250542662e-25,8.627489753757734,0,0,0.3725102462422658
14,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.9807429599999999,1.332609312598894,11.0,14.174275886414481,2.38832284711554e-13,3.933732826363537,0,0,0.0
15,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.9807429599999999,0.6805560386818863,11.0,15.887019703497865,6.382981277865983e-19,2.1705537443095144,0,0,0.0
15,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,4.500579010884601,0.0,12.0,17.762725956563113,4.106803943030811e-28,8.627489753757734,0,0,0.3725102462422658
15,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.8060436,0.6540365277393992,10.0,13.184867165172511,5.484647782918766e-11,4.303325543932113,0,0,0.0
16,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.9807429599999999,0.09073820488440108,11.0,15.573207504551661,9.876682037394468e-18,2.3840975442879673,0,0,0.0
16,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,4.4217514915275995,0.0,12.0,17.504203887522944,1.3353163626784482e-26,8.627489753757734,0,0,0.3725102462422658
16,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.8060436,0.015668971527776597,10.0,13.291849386371993,3.224938847471152e-11,2.368528854494372,0,0,0.0
17,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.8736645777557405,0.0,12.0,16.442936053390536,3.002348838350038e-21,1.1774889843818201,0,0,0.8225110156181799
17,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,3.2936239797730855,0.0,12.0,17.287502252327936,2.1187573505323513e-25,8.627489753757734,0,0,0.3725102462422658
17,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.653875318103793,0.0,11.0,14.398467392837404,5.830039283428508e-14,1.086211526527595,0,0,0.9137884734724051
18,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,1.15195896,0.3832530813630676,12.0,16.791342894891944,7.263546147990885e-23,1.022985466924195,0,0,0.9770145330758051
18,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.16934791580925052,12.0,17.38623368094523,6.116189030491284e-26,8.627489753757734,0,0,0.3725102462422658
18,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.29540477394914605,0.0,10.0,13.649280958154788,4.970121112205516e-12,1.0604557990155736,0,0,0.9395442009844264
19,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.6031225474498387,0.0,12.0,16.815543421930048,5.546763960646023e-23,1.78949162965033,0,0,0.21050837034966996
19,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.11171294588473102,12.0,17.11725281578598,1.692259834593446e-24,10.151620996040988,0,0,0.0
19,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.11300457003130512,0.0,10.0,13.360142848962232,2.2822477333879228e-11,1.0604557990155736,0,0,0.9395442009844264
20,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.1809843353492731,0.0,12.0,17.143876617262926,1.229285338221572e-24,1.022985466924195,0,0,0.9770145330758051
20,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.3494503002820472,12.0,16.564731103036976,8.452083496713965e-22,9.632906266720314,0,0,0.0
20,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.7708842495981205,0.0,10.0,13.115598906913815,7.683096274143583e-11,1.0604557990155736,0,0,0.9395442009844264
21,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.5252640401927132,0.0,12.0,16.884296085075768,2.5573544241619357e-23,1.022985466924195,0,0,0.9770145330758051
21,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.4771213658348193,12.0,17.933208783612976,3.684496498874571e-29,11.77254245629616,0,0,0.0
21,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.3529541040644554,0.0,10.0,12.729268571212339,4.585730170823474e-10,1.0604557990155736,0,0,0.9395442009844264
22,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.4733269171443651,0.0,12.0,17.402292631254433,4.983769059734117e-26,1.022985466924195,0,0,0.9770145330758051
22,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.6176061425183186,12.0,18.039334562976418,7.827829948048912e-30,12.921582046271107,0,0,0.0
22,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.019207012802457034,0.0,10.0,12.312482123890078,2.6683160663806355e-09,1.0604557990155736,0,0,0.9395442009844264
23,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.6096136369119558,0.0,12.0,17.05369245293687,3.60144344839668e-24,1.022985466924195,0,0,0.9770145330758051
23,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.4843180549558792,12.0,18.626206862006416,7.309284126850118e-34,14.1859450364226,0,0,0.0
23,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.11362071466198652,0.0,10.0,12.99101222362255,1.3904370963016876e-10,1.0604557990155736,0,0,0.9395442009844264
24,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.6020845227213634,0.0,12.0,16.460652126501945,2.5022634333176023e-21,1.022985466924195,0,0,0.9770145330758051
24,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.4480142483057594,12.0,18.043129845582268,7.400813128595454e-30,12.986352248360646,0,0,0.0
24,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.38462654832700527,0.0,10.0,13.74798790907439,2.886016512730969e-12,1.0604557990155736,0,0,0.9395442009844264
25,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.8871030756537065,0.0,12.0,16.32069467692514,1.0347393464547933e-20,1.022985466924195,0,0,0.9770145330758051
25,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.3852071246601923,12.0,17.68060902861077,1.2691391082480341e-27,12.659617988509568,0,0,0.0
25,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.680761197028614,0.0,10.0,13.349970812086845,2.4036715029464434e-11,1.0604557990155736,0,0,0.9395442009844264
26,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.33444321989313747,0.0,12.0,16.742200529584085,1.2501878168709208e-22,1.022985466924195,0,0,0.9770145330758051
26,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.5226991195568077,12.0,17.155730545169167,1.0655540776413244e-24,12.094353875699465,0,0,0.0
26,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.26011068148034056,0.0,10.0,12.866241485292075,2.4774632293764757e-10,1.0604557990155736,0,0,0.9395442009844264
27,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,1.15195896,1.3602662773795204,12.0,16.67897640703666,2.491829450483558e-22,1.022985466924195,0,0,0.9770145330758051
27,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.4510713730283444,12.0,17.965368335373103,2.313327122100331e-29,13.331781829769003,0,0,0.0
27,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.25961674404429647,0.0,10.0,12.651215097556502,6.458668252762807e-10,1.0604557990155736,0,0,0.9395442009844264
28,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,1.15195896,0.6749802385771633,12.0,16.40244607775966,4.5406038715512796e-21,3.7435180216832356,0,0,0.0
28,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.4711544062223875,12.0,18.307281896950993,1.3203775507735721e-31,12.687132111012833,0,0,0.0
28,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.3637316730089843,0.0,10.0,12.60647143384394,7.838536681011108e-10,1.0604557990155736,0,0,0.9395442009844264
29,0,URLLC,0,0.45,30,1.022985466924195,1.022985466924195,1.0,3.6640625000000004,2,0.9807429599999999,0.44442985217356035,11.0,16.079514711546175,1.0769003081505203e-19,2.608619145399748,0,0,0.0
29,0,eMBB,1,0.45,30,8.627489753757734,8.627489753757734,1.0,2.08609375,9,5.183815319999999,0.41346050836478715,12.0,18.603159690532458,1.0778032987654274e-33,12.86787940975922,0,0,0.0
29,0,mMTC,2,0.45,30,1.0604557990155736,1.0604557990155736,1.0,0.46375000000000005,2,0.12867389155235637,0.0,10.0,13.280706513521439,3.4103818418978526e-11,1.0604557990155736,0,0,0.9395442009844264
30,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,1.15195896,0.9236613971184136,12.0,16.642977156158786,3.674149421566911e-22,1.910431603869434,0,0,0.089568396130566
30,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,3.3382691999999996,0.5578428496952705,13.0,20.103730048098555,9.20190848828842e-47,7.397959627532346,0,0,0.0
30,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.2631018213939983,0.0,10.0,12.402242032602649,1.8514626973515837e-09,0.9662366275578009,0,0,0.03376337244219907
31,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.9807429599999999,1.9596620020816435,11.0,16.033452388180017,1.660365094213326e-19,3.323507820436819,0,0,0.0
31,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,3.317806712210513,0.0,13.0,20.11947656863868,6.331897306813677e-47,6.976973036788824,0,0,0.0
31,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.4030218,0.10966895188975911,10.0,13.573313849639156,7.490342082725651e-12,0.9662366275578009,0,0,0.03376337244219907
32,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.9807429599999999,1.3883338426090535,11.0,15.41066457674687,3.786267008796642e-17,5.073007383715668,0,0,0.0
32,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,3.3382691999999996,0.0177811616332016,13.0,20.10146055553621,9.71019034709548e-47,4.187758788312472,0,0,0.8122412116875282
32,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.33654172666129195,0.0,11.0,14.671903583750069,9.449267102686055e-15,1.0563702919273603,0,0,0.0
33,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.9807429599999999,0.5562675675985846,11.0,15.117995512609346,3.7688156137927294e-16,3.930351064770488,0,0,0.0
33,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.441459879051356,0.0,13.0,19.238820848845602,1.0927408838294855e-38,4.276664596478479,0,0,0.7233354035215207
33,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.4750370585518373,0.0,11.0,14.588084754110193,1.670594471458767e-14,0.9662366275578009,0,0,0.03376337244219907
34,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.8215129924679706,0.0,11.0,15.303235659190554,8.959162675936099e-17,2.2662185147495495,0,0,0.0
34,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.6740536459623723,0.0,13.0,20.03349936106621,4.7957252101968275e-46,4.187758788312472,0,0,0.8122412116875282
34,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.10019101709908644,0.0,11.0,14.75370096828574,5.3618984983341515e-15,0.9662366275578009,0,0,0.03376337244219907
35,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.9807429599999999,0.1425603233660514,11.0,15.776778060395987,1.7085531903400001e-18,1.1536833795523802,0,0,0.8463166204476198
35,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.9680265069373655,0.0,13.0,19.34697870673565,1.3004046922020677e-39,4.187758788312472,0,0,0.8122412116875282
35,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.10062165035041092,0.0,11.0,15.246694749484286,1.3979829656072912e-16,0.9662366275578009,0,0,0.03376337244219907
36,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.33260450684466886,0.0,11.0,16.24206046379425,2.2525885518448497e-20,1.438804026284483,0,0,0.561195973715517
36,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.2933395984457228,0.0,13.0,19.98557947245045,1.4570753386992838e-45,4.187758788312472,0,0,0.8122412116875282
36,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.2716224503490982,0.0,11.0,14.902366629569904,1.863027463043643e-15,0.9662366275578009,0,0,0.03376337244219907
37,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.41531193445093,0.0,11.0,15.454394004915986,2.6504318469996883e-17,1.1536833795523802,0,0,0.8463166204476198
37,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.482594732445575,0.0,13.0,20.34311879202243,2.7004474449532366e-49,4.187758788312472,0,0,0.8122412116875282
37,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.49037147999999997,0.1580628006620387,11.0,15.785181868488314,1.5863827323329838e-18,0.9662366275578009,0,0,0.03376337244219907
38,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.3794138016727573,0.0,11.0,16.022781976105463,1.8343413819797627e-19,1.1536833795523802,0,0,0.8463166204476198
38,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.778414651744455,0.0,13.0,19.832584195177095,4.670782898335287e-44,4.187758788312472,0,0,0.8122412116875282
38,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.49037147999999997,0.7250254019493653,11.0,14.300089469173791,1.0920418354187462e-13,1.1242994282198397,0,0,0.0
39,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.13536634984523374,0.0,11.0,15.69603443739082,3.460072494723372e-18,1.1536833795523802,0,0,0.8463166204476198
39,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,3.3382691999999996,0.04142179116472572,13.0,20.285030142498435,1.1449062485922852e-48,4.187758788312472,0,0,0.8122412116875282
39,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.4030218,0.5345341806081468,10.0,13.83945270281353,1.7250566748685179e-12,1.8484017595469517,0,0,0.0
40,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.7021860970656552,0.0,11.0,15.710743290459483,3.0456294666581926e-18,1.1536833795523802,0,0,0.8463166204476198
40,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,3.1058234816112797,0.0,13.0,19.494023306158304,6.606656532710872e-41,4.3948677441361,0,0,0.6051322558639001
40,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,1,0.4030218,9.769130086830874,10.0,13.45670608905435,1.386951786303416e-11,1.5007708081659477,0,0,0.0
41,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,0.9807429599999999,1.3112701135600824,11.0,16.059550336502202,1.2999087578392357e-19,1.1536833795523802,0,0,0.8463166204476198
41,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.830616253630207,0.0,13.0,19.62223061642639,4.5243194849106464e-42,4.187758788312472,0,0,0.8122412116875282
41,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,3,1.2090653999999998,2.604990952985019,10.0,12.713874112839845,4.908516834532639e-10,10.735366714388674,0,0,0.0
42,1,URLLC,0,0.45,30,1.1536833795523802,1.1536833795523802,1.0,3.4583905325012005,2,1.15195896,0.33380691471436974,12.0,16.630585147689374,4.19650579910872e-22,3.386434679186269,0,0,0.0
42,1,eMBB,1,0.45,30,4.187758788312472,4.187758788312472,1.0,2.1185667682892197,5,2.7436504548971703,0.0,13.0,19.49910339878648,5.94962972105811e-41,4.187758788312472,0,0,0.8122412116875282
42,1,mMTC,2,0.45,30,0.9662366275578009,0.9662366275578009,1.0,0.47505860406332906,3,1.06550964,2.2958200181472974,9.0,10.88768531150282,3.647276806388692e-07,9.83411818487683,0,0,0.0
