epoch,load,L,reward,rho,mean_delay_ms,sla_violation_rate,throughput_mbps,wasted_prbs,planner_action,report_multiplier,payment_sum,theta_URLLC,report_URLLC,weight_URLLC,alloc_URLLC,payment_URLLC,utility_URLLC,theta_eMBB,report_eMBB,weight_eMBB,alloc_eMBB,payment_eMBB,utility_eMBB,theta_mMTC,report_mMTC,weight_mMTC,alloc_mMTC,payment_mMTC,utility_mMTC,scenario
0,0.55,30,-195.1138533729124,0.0,1.5821774907549158,0.13333333333333333,8.87418772899115,0.23687641627497094,0,1.0,1049.5464722055494,0.9694628791437547,0.9694628791437547,3.6178571428571433,1.3666666666666667,2.049999999999997,37.69797804489395,8.447332907058852,8.447332907058852,2.0939285714285716,9.0,1002.5483664595254,1278.2315184463655,2.8165263515573336,2.8165263515573336,0.46599999999999997,5.066666666666666,44.948105746024,383.1638996906906,truthful
1,0.55,30,-4.8109017520094985,0.0,0.7757341370528056,0.05555555555555555,10.446356072963813,0.7102483326209929,1,1.0,1616.4337603454132,2.0246756439725013,2.0246756439725013,6.420634351374052,3.0,66.20861387414067,153.7101721282784,10.330875141461046,10.330875141461046,1.9742096496428212,11.0,1498.873684459414,3188.546630669096,2.6570583199623443,2.6570583199623443,0.451091729238857,4.633333333333334,51.351462011858644,701.1435441535979,truthful
2,0.55,30,81.99376521481602,0.0,0.4099069576109335,0.0,9.19650733050224,0.7422233184715978,0,1.0,1922.7496165850816,2.108285291774991,2.108285291774991,3.513651010279382,3.0,84.58016213312072,258.87568625490684,11.692584718138155,11.692584718138155,1.9495822494995354,12.0,1754.2004460923522,5643.67668310648,2.6193795816505845,2.6193795816505845,0.5583138011380596,3.2,83.96900835960867,868.6349756324455,truthful
3,0.55,30,33.501214468498794,0.0,0.45315314223552006,0.022222222222222223,8.335441974833632,1.167342669661484,6,1.0,1676.3404192626144,2.3325711330620753,2.3325711330620753,3.194980113324709,3.0,73.33378573140322,395.4733024990904,10.323425440969926,10.323425440969926,4.203067919044838,11.0,1531.5092079980336,7518.89787062852,2.0124932266620967,2.0124932266620967,0.5778742068339032,3.1,71.49742553317769,984.2994201788428,truthful
4,0.55,30,-22.352381061626332,0.0,0.2945312405298793,0.05555555555555555,9.046669865622784,1.1142273800370175,6,1.0,2200.191481199844,1.7092588031667395,1.7092588031667395,3.2557727098354046,2.033333333333333,25.709253030745785,474.0288364615157,12.103590834089493,12.103590834089493,4.200530373801063,13.0,2142.8153603675773,10096.482935555847,1.5060948724582053,1.5060948724582053,0.568612046632508,2.0,31.666867801520908,1042.9982447248142,truthful
5,0.55,30,-122.50267049008303,0.0,0.7371177128548777,0.1,6.5319556312297875,0.5079982501724764,7,1.0,841.5178982101281,1.6130180909219873,1.6130180909219873,5.928940169879027,2.1,15.214545889304091,560.4344303002969,7.862141137308832,7.862141137308832,1.786559056199922,8.0,799.8056078154875,11183.59120069448,1.473100617468133,1.473100617468133,0.7656825386590069,2.1,26.497744505336556,1109.30583911997,truthful
6,0.55,30,-358.1785688812096,0.0,1.6247816614446196,0.23333333333333334,7.183037909575111,0.2953358150577821,6,1.0,619.9197613196612,1.7308840995649473,1.7308840995649473,3.2525027647665445,3.066666666666667,7.594074802350065,712.081692657922,6.5571633074749975,6.5571633074749975,4.265030054807538,7.0,598.5848839130529,11962.010611351177,1.5647889682679315,1.5647889682679315,0.5521846830844792,2.533333333333333,13.740802604258306,1214.4889981040744,truthful
7,0.55,30,-283.140213571586,0.0,1.029109789749778,0.18888888888888888,6.917281741258246,0.29855840297397573,2,1.0,815.6097069108059,1.4716546691607517,1.4716546691607517,3.6503442058274627,2.3,5.3159217532734715,808.3099430767403,7.536610786221866,7.536610786221866,3.451567774188646,8.0,786.864216373963,12983.932983670462,1.8767400590314423,1.8767400590314423,0.4478913139495016,2.033333333333333,23.429568783569536,1305.5405729214228,truthful
8,0.55,30,-217.16453180447425,0.0,0.796008689410684,0.15555555555555556,7.651607811292314,0.5954774154410889,3,1.0,992.353679266948,1.9999861731052517,1.9999861731052517,4.016933049757984,2.433333333333333,10.962448149144677,943.346485564279,8.174233132752498,8.174233132752498,1.6723413531408584,9.0,950.8333976913195,14240.142531822317,1.4954033984359318,1.4954033984359318,0.9793015946321358,2.033333333333333,30.557833426483825,1366.202346799531,truthful
9,0.55,30,-198.61178784246877,0.0,0.8643649237649131,0.13333333333333333,7.325666786515975,0.6516040957334631,4,1.0,1292.59652871387,1.672241006349255,1.672241006349255,8.097877656584576,2.3666666666666667,10.2924391826391,1051.783157832437,9.525634033493056,9.525634033493056,2.456027094716534,10.0,1256.9002855146832,15840.932456355551,1.3458726966114554,1.3458726966114554,0.36868972729635896,2.033333333333333,25.403804016547603,1422.8967772762821,truthful
10,0.55,30,-262.6510942699494,0.0,0.8780974340116908,0.18888888888888888,8.29325333042908,0.7684689500858286,6,1.0,1311.496651887281,2.3627316166416734,2.3627316166416734,3.309609112230981,3.433333333333333,27.55458753621619,1267.589926810313,9.037978418034943,9.037978418034943,4.244555462893949,10.0,1258.1497649444577,17294.176216821576,1.7661260729680657,1.7661260729680657,0.5482415080098871,2.0,25.792299406607114,1503.0720422477589,truthful
11,0.55,30,-403.6238264590439,0.0,1.0448018170935538,0.26666666666666666,7.689460863250553,0.6617005751889967,5,1.0,1023.6570199273909,1.8394847702842505,1.8394847702842505,5.006646849812354,3.2,4.800000000000011,1439.3804647576012,8.738963935089625,8.738963935089625,2.6570722680703787,9.0,991.0084426975827,18662.688036598192,1.3304419828564644,1.3304419828564644,0.7033382197576054,2.0,27.84857722980827,1555.0499839893384,truthful
