slot,epoch,slice,tenant,load,L,theta,report,report_multiplier,weight,allocation_prbs,throughput_mbps,latency_ms,cqi,snr_db,ber,demand_prbs,binding,sla_violation,wasted_prbs
9,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,3,0.6021089653124764,0.0,7.0,7.930731518699756,0.00021244012620113653,4.988155351608704,0,0,0.0
10,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,3.6947791961290473,13.0,20.15988762643206,2.4110801807214107e-47,3.639958984935544,0,1,0.0
10,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.07670657654454673,14.0,21.866115869414465,4.113367880319565e-69,8.447332907058852,0,0,0.5526670929411477
10,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,3,0.6362369813309678,0.0,8.0,8.938941902836707,3.780972796102859e-05,2.8165263515573336,0,0,0.18347364844266645
11,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.3353076799999999,0.9379253221821922,13.0,18.996374996308884,1.0701080242468491e-36,4.664242075272801,0,0,0.0
11,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.021739912009424316,14.0,21.067139113162444,7.398122832759891e-58,9.137692095959773,0,0,0.0
11,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,3,0.06092410179777374,0.0,7.0,7.8777563149235155,0.00023028483478279558,2.8165263515573336,0,0,0.18347364844266645
12,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,4.916926997859232,12.0,18.142011049693526,1.6867707741683477e-30,3.1438786864158392,0,1,0.0
12,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.3148157331743831,14.0,21.042327734661065,1.5369906732943976e-57,8.64299211514367,0,0,0.35700788485632984
12,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,3,0.3799179670592544,0.0,8.0,8.487034474284142,8.590543480442385e-05,2.8165263515573336,0,0,0.18347364844266645
13,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.15195896,1.9419060380187267,12.0,18.15342201010039,1.4190726452449358e-30,5.886389877002987,0,0,0.0
13,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.4448524080675046,14.0,22.084069051869715,1.4737941967361592e-72,11.2806745056283,0,0,0.0
13,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,3,0.8475634799999997,9.543168107575003,8.0,8.190910919027594,0.0001410058204310119,2.8165263515573336,0,0,0.18347364844266645
14,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.3353076799999999,1.095318897280605,13.0,18.726064239505973,1.326584312141546e-34,4.319995634222005,0,0,0.0
14,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.1712027851912389,13.0,20.941272734094582,2.89414663742304e-56,12.974808111489612,0,0,0.0
14,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,8,2.26016928,2.630666758854337,8.0,9.922676420692268,4.657318676243105e-06,31.44603067428234,0,0,0.0
15,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,1.5937288503359988,13.0,19.40029151356872,4.465962904283867e-40,3.1601006737049646,0,0,0.0
15,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.05309961368222398,14.0,21.621337338158867,1.9231671306574467e-65,9.809893140638467,0,0,0.0
15,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,6,1.6951269599999994,3.2189636989794743,8.0,9.028458591083266,3.182201806976854e-05,23.861860422392027,0,0,0.0
16,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,1.5008167189977368,13.0,19.744465836868148,3.2588783269162495e-43,2.5631917294797537,0,0,0.0
16,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.24678922499965908,14.0,21.48664206140995,1.6489379163486566e-63,8.925229430198868,0,0,0.07477056980113161
16,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,6,1.6951269599999994,2.3396223124816165,8.0,10.070755048774187,3.261078024252497e-06,22.130308545434175,0,0,0.0
17,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,1.28420123522003,13.0,20.151299650063514,2.9624385962767973e-47,2.4702795981414916,0,0,0.0
17,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.03724824778470656,14.0,21.37439514777952,6.0699576450394935e-62,10.668435932055784,0,0,0.0
17,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,4,1.4206795199999998,8.25374400930533,9.0,10.47886573726651,1.147102942856563e-06,13.982892311714576,0,0,0.0
18,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,0.4714894536930487,13.0,20.033844436254128,4.757289639552518e-46,2.2536641143637848,0,0,0.0
18,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.21121554177942292,14.0,22.000192153657302,3.2729831405616818e-71,8.78256713712121,0,0,0.21743286287878938
18,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,9,3.1965289199999996,2.8169292958253846,9.0,10.40583863507647,1.3926403953846429e-06,35.831502388778645,0,0,0.0
19,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,2.603722264760315,13.0,19.607449840200957,6.187970093918661e-42,1.4409523328368035,0,1,0.0
19,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.07351931406583613,14.0,21.804720287215428,3.5819908261994793e-68,10.348272783073659,0,0,0.0
19,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,8,2.8413590399999995,2.600463441577283,9.0,10.369800616258033,1.530766946287185e-06,28.16889001398579,0,0,0.0
20,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.6676538399999999,6.526962196603836,13.0,19.259027378557793,7.371294031646616e-39,3.5731851439040696,0,1,0.0
20,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.054154364570392334,14.0,21.674187288062786,3.2286851749672497e-66,9.109006733651377,0,0,0.0
20,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,8,2.26016928,2.4804839657827236,8.0,10.277557695350346,1.943348514561991e-06,28.96978973159983,0,0,0.0
21,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.3353076799999999,3.265355016578393,13.0,19.54862468358665,2.1293524194687162e-41,7.49642507574759,0,1,0.0
21,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.79503168,0.2925691307234114,14.0,22.048098343147448,5.6113126232077e-72,8.934722188192383,0,0,0.06527781180761671
21,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,5,1.7758493999999998,6.3189071126720275,9.0,10.995448762791362,2.6490469949047485e-07,18.601405573282676,0,0,0.0
22,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,3,1.72793844,1.632865697653618,12.0,18.156201297169694,1.3604895695724339e-30,8.539617342916763,0,0,0.0
22,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.28403172751136907,13.0,20.84485909605042,4.472821959540964e-55,11.424948540716619,0,0,0.0
22,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,8,3.2241744,2.6738996934025248,10.0,11.976581098721217,9.83230759289452e-09,30.659753206021165,0,0,0.0
23,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.15195896,2.018857019743611,12.0,17.623150672129,2.7602536532817774e-27,5.868059972104609,0,1,0.0
23,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.15115839745041654,13.0,20.306829020003004,6.673126025247749e-49,11.003618454661174,0,0,0.0
23,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,7,2.8211525999999996,4.916366102346228,10.0,13.039843575739715,1.1041807596820751e-10,24.20772389877753,0,0,0.0
24,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,2,1.15195896,1.2764401440145146,12.0,17.526705519886015,9.942394370958551e-27,5.007176918630977,0,0,0.0
24,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.07026079544444985,13.0,20.988964608316547,7.303810856508196e-57,9.8077584841126,0,0,0.0
24,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,10,4.030218,2.4764267748915123,10.0,13.475903064348108,1.2545731092588776e-11,37.231089067980925,0,0,0.0
25,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,1.737233599404892,12.0,17.11633398960369,1.7109711938283413e-24,3.522343167172784,0,0,0.0
25,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.18866104464532682,13.0,20.38653820934309,9.058116085150724e-50,9.0796800660589,0,0,0.0
25,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,7,2.8211525999999996,3.121453613983558,10.0,12.825533288129858,2.9808533041755383e-10,27.580794100472456,0,0,0.0
26,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,2.1859828132962567,12.0,18.07554150404425,4.574733700938791e-30,2.706696478548647,0,1,0.0
26,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.1399191069083593,13.0,19.797449826875887,1.0181746113293959e-43,10.145282308866793,0,0,0.0
26,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,7,2.8211525999999996,2.5346996759814,10.0,12.048262287177064,7.504713504918793e-09,24.666701649442242,0,0,0.0
27,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,1.9259326670641925,12.0,17.97247233802376,2.086333349481658e-29,3.1554456924400114,0,0,0.0
27,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.13557374420748128,13.0,19.31613197203331,2.3992020260536857e-39,9.706604869234086,0,0,0.0
27,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,6,2.13101928,2.9155376854067065,9.0,11.116611361002096,1.8319477010688866e-07,22.949918803400614,0,0,0.0
28,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,1.4917037224055598,12.0,17.952926303613634,2.7708850900842985e-29,2.895395546207947,0,0,0.0
28,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.13106064660240058,13.0,20.155609458987033,2.671700343757944e-47,9.667496604926184,0,0,0.0
28,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,6,2.13101928,2.557957176099038,9.0,10.431794249143671,1.3003351641245945e-06,20.309752463997572,0,0,0.0
29,0,URLLC,0,0.55,30,0.9694628791437547,0.9694628791437547,1.0,3.6178571428571433,1,0.57597948,1.198180251599588,12.0,18.130227251292858,2.0153688921521104e-30,2.4611666015493148,0,0,0.0
29,0,eMBB,1,0.55,30,8.447332907058852,8.447332907058852,1.0,2.0939285714285716,9,6.008884559999999,0.5556145573875526,13.0,19.315516252362535,2.4286056961867758e-39,9.626878726480458,0,0,0.0
29,0,mMTC,2,0.55,30,2.8165263515573336,2.8165263515573336,1.0,0.46599999999999997,5,1.7758493999999998,7.664417381814921,9.0,10.405967364819036,1.3921681544862838e-06,18.16426940815156,0,0,0.0
30,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.22680205803922399,12.0,18.015538449867616,1.1114967345118468e-29,3.2228558955720894,0,0,0.0
30,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.6352392687405829,13.0,19.49585428076788,6.361969885625506e-41,15.33140615794902,0,0,0.0
30,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,13,3.672775079999999,2.7651957843358295,8.0,9.4513724319632,1.3440486721624349e-05,50.0,0,0,0.0
31,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.28764552778305075,12.0,17.82962282329842,1.6123895202297344e-28,2.7050818180901732,0,0,0.29491818190982677
31,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.7034390679506304,13.0,20.836835835067383,5.602113483141891e-55,17.31850709760746,0,0,0.0
31,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,10,2.8252116,2.6600919431268544,8.0,9.398922670114674,1.5022665843694054e-05,38.604603516328126,0,0,0.0
32,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.2021607176077598,0.0,12.0,18.408730903759587,2.633780047897199e-32,2.887612227321654,0,0,0.11238777267834621
32,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.9205135978130949,13.0,20.46496103444032,1.2250028359082785e-50,18.06870488891798,0,0,0.0
32,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,8,2.26016928,2.4259102019342604,8.0,9.461471467872176,1.3153601081181716e-05,29.257977751230886,0,0,0.0
33,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.2832314099623363,12.0,18.055350426603145,6.175778955369891e-30,2.0246756439725013,0,0,0.9753243560274987
33,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,8.30503872,0.6154909034567485,14.0,21.169529648325447,3.4624557844017712e-59,19.28504375497084,0,0,0.0
33,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,5,1.7758493999999998,2.526223282352067,9.0,11.022199676115632,2.4439691431027687e-07,18.094650365916273,0,0,0.0
34,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.010263874785210042,12.0,17.497034201196314,1.4664268650082103e-26,2.8743698738595103,0,0,0.12563012614048974
34,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.6024694864778523,13.0,20.49714975522069,5.332729592008228e-51,17.987051858749275,0,0,0.0
34,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,4,1.4206795199999998,6.9575627062704735,9.0,10.491294874286645,1.109504641983425e-06,15.288174731722679,0,0,0.0
35,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.6358259020981556,0.0,12.0,17.493985651949906,1.5259340832419295e-26,2.0554672683281314,0,0,0.9445327316718686
35,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.5722831932544575,13.0,20.348656075364925,2.3507046471323025e-49,16.958039492717422,0,0,0.0
35,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,8,2.8413590399999995,4.873957718150918,9.0,10.639407811025247,7.405441554765048e-07,30.48730914504424,0,0,0.0
36,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,0.9051795495482683,0.0,12.0,17.48235366930862,1.7755829263803204e-26,2.0246756439725013,0,0,0.9753243560274987
36,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.4866988074187157,13.0,20.721557886694615,1.3596650257660852e-53,16.62599026726008,0,0,0.0
36,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,11,3.9068686799999996,2.7022476937528204,9.0,10.819551303546719,4.4470684943503334e-07,41.64872006516969,0,0,0.0
37,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.371755388656076,0.0,12.0,17.11065503563145,1.8312059039171377e-24,2.0246756439725013,0,0,0.9753243560274987
37,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.344192239999999,0.14488480554173644,13.0,20.816216093157713,9.97234701379827e-55,15.684562023066919,0,0,0.0
37,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,8,3.2241744,2.3315702126947837,10.0,12.294685614729824,2.8663479085816004e-09,28.852482191140343,0,0,0.0
38,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,0.2511260573604758,0.0,12.0,17.144568620932596,1.2190833413525086e-24,2.0246756439725013,0,0,0.9753243560274987
38,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,7.588124791392839,0.0,14.0,21.40387185681333,2.3760004597148227e-62,11.740222033715972,0,0,0.0
38,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,6,2.4181307999999997,2.4284250281291597,10.0,12.392485021188966,1.927185610654021e-09,21.309620021520615,0,0,0.0
39,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,1.526364432995942,12.0,17.645577077560297,2.040658871889949e-27,2.0246756439725013,0,0,0.9753243560274987
39,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,6.300326083364064,0.0,14.0,21.59851574144223,4.128364372134242e-65,10.330875141461046,0,0,0.6691248585389538
39,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,5,2.015109,2.09879257065821,10.0,11.87490713899316,1.4317585212426555e-08,17.227608488737303,0,0,0.0
40,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.7633476585780757,12.0,18.26095208961702,2.723124009675128e-31,6.603768942960327,0,0,0.0
40,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,8.30503872,0.06706867511434551,14.0,21.816325612385985,2.3848885268382485e-68,10.330875141461046,0,0,0.6691248585389538
40,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,4,1.6120872,1.6568706494505079,10.0,12.469280736014644,1.4023850323524286e-09,13.151021173253392,0,0,0.0
41,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.5936101580210936,12.0,18.194203243426532,7.623867988887714e-31,4.314718619706728,0,0,0.0
41,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,8.116793953393872,0.0,14.0,22.326546876013037,1.3390906356016862e-76,11.068630567718847,0,0,0.0
41,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,3,1.2090653999999998,1.327266477749191,10.0,13.58524071747151,7.0264532734632e-12,9.284540917764376,0,0,0.0
42,1,URLLC,0,0.55,30,2.0246756439725013,2.0246756439725013,1.0,6.420634351374052,3,1.72793844,0.7685396814733916,12.0,17.867380875112687,9.45238157793511e-29,3.8055061180357828,0,0,0.0
42,1,eMBB,1,0.55,30,10.330875141461046,10.330875141461046,1.0,1.9742096496428212,11,8.30503872,0.19213945028518914,14.0,22.061786867857982,3.3781085477983317e-72,10.330875141461046,0,0,0.6691248585389538
42,1,mMTC,2,0.55,30,2.6570583199623443,2.6570583199623443,1.0,0.451091729238857,3,1.2090653999999998,2.5846563545717443,10.0,14.03026525772627,5.693932667460295e-13,6.638857753209917,0,0,0.0
