epoch,load,L,reward,rho,mean_delay_ms,sla_violation_rate,throughput_mbps,wasted_prbs,planner_action,report_multiplier,payment_sum,theta_URLLC,report_URLLC,weight_URLLC,alloc_URLLC,payment_URLLC,utility_URLLC,theta_eMBB,report_eMBB,weight_eMBB,alloc_eMBB,payment_eMBB,utility_eMBB,theta_mMTC,report_mMTC,weight_mMTC,alloc_mMTC,payment_mMTC,utility_mMTC,scenario
10,0.55,30,-257.34578650343184,0.0,1.8340463633599495,0.18888888888888888,12.407015876929957,1.3651555053166327,6,1.0,1102.1599530417034,2.9275622652077,2.9275622652077,3.4319642910377963,4.666666666666667,17.431163211377907,1734.9586969287848,10.049407748470706,10.049407748470706,4.140309441818915,11.5,400.03982787114455,20616.411538397377,7.500483483106194,7.500483483106194,0.5556703620749528,8.033333333333333,684.6889619591809,1903.4007032821726,truthful
11,0.55,30,-435.51384986047697,0.0,1.5647797084695134,0.3111111111111111,13.73344864165083,0.8116778775888744,5,1.0,1262.9852536048734,4.121010256022786,4.121010256022786,5.126900742946241,9.566666666666666,14.349999999999909,4003.490908452033,10.952576819087778,10.952576819087778,2.5248969002723687,11.1,1097.0272216664794,22960.581160404246,3.8878358267562785,3.8878358267562785,0.7576740266100974,4.166666666666667,151.60803193839405,2129.455770558784,truthful
12,0.55,30,-113.49962908967301,0.0,0.733199243906643,0.12222222222222222,9.748676712813806,1.7929280247687283,3,1.0,1567.3040068253433,5.601468804885235,5.601468804885235,4.238681405943495,6.266666666666667,246.72529140884376,4538.936377488124,9.74579390852664,9.74579390852664,1.5737825151108298,10.0,1251.5167168967878,24500.688387114304,2.2803513586017123,2.2803513586017123,1.0425955427812625,3.2,69.06199851971184,2275.2797586429906,truthful
13,0.55,30,-69.45353691049435,0.0,0.529277346370817,0.08888888888888889,8.68310273316931,2.8296241562216746,7,1.0,1454.6887237012108,3.1934247462202223,3.1934247462202223,6.553720810880513,4.033333333333333,128.84002914922746,4735.394289217325,9.40204073565724,9.40204073565724,1.6493230763742017,10.0,1244.2088541929484,25715.27550857984,2.247747450034894,2.247747450034894,0.8078707319606708,3.1,81.63984035903489,2359.448989824115,truthful
14,0.55,30,79.6903370824092,0.0,0.3789026117431785,0.0,7.196086545128254,0.9006884265739523,7,1.0,1106.801696112278,2.433990036322335,2.433990036322335,6.588223144552389,3.0,88.08865064855189,4853.409133161838,8.431013408802162,8.431013408802162,1.648839011452398,9.0,995.3881021749783,26940.789891923247,1.6021487685165712,1.6021487685165712,0.8040458360566994,2.033333333333333,23.324943288747704,2442.22942865782,truthful
15,0.55,30,-145.03128257559396,0.0,1.6508145648924462,0.1,6.331121546832882,0.42473535595652684,4,1.0,277.59568889445194,1.9781245283370257,1.9781245283370257,8.796434747256852,2.2666666666666666,11.534275353921828,4973.140600201919,6.982941379210029,6.982941379210029,2.2964750971907653,8.066666666666666,246.73673480263915,28859.43084734522,1.2226816932059064,1.2226816932059064,0.3856832480357207,2.5,19.32467873789095,2531.7561964761953,truthful
16,0.55,30,-386.41492844838854,0.0,2.18618567295345,0.25555555555555554,9.568475458785382,0.012702824872931291,7,1.0,506.7152369821081,1.7579800596126147,1.7579800596126147,6.603429422110243,2.9,4.349999999999994,5143.032793115813,10.24527798875446,10.24527798875446,1.6577698867735944,11.333333333333334,484.07117285981394,31952.5230121291,1.9382775290479461,1.9382775290479461,0.7944272779489866,2.8333333333333335,18.29406412229409,2677.5092857015165,truthful
17,0.55,30,-188.2975752208129,0.0,2.6700716975297536,0.15555555555555556,10.925810405675271,0.012463550924655956,1,1.0,1026.364884445205,1.9193803577862578,1.9193803577862578,7.544890039789753,2.5,7.722433260295787,5266.762292242487,9.790044688611601,9.790044688611601,1.8545835635727406,10.0,1003.6145358940776,34038.6944696978,1.8174496854886204,1.8174496854886204,0.4363510520506947,8.766666666666667,15.02791529083163,4308.5468764533925,truthful
18,0.55,30,-267.1758184192071,0.0,0.9331864729578984,0.18888888888888888,7.9765684394982275,2.137960414884941,4,1.0,1739.336661135393,1.900260662529062,1.900260662529062,8.69411120264104,2.3333333333333335,7.431803907874269,5399.742378239753,10.527343339791337,10.527343339791337,2.33009130699284,11.0,1464.010465788047,35777.89959418078,4.399566854341038,4.399566854341038,0.38010471665486245,5.066666666666666,267.8943914394715,4554.478932821304,truthful
19,0.55,30,-106.95275754478372,0.0,1.1414242214981498,0.1,7.876020832693205,1.2599788167704271,4,1.0,1314.7835032502558,1.89679342422029,1.89679342422029,8.610883765678986,2.3666666666666667,18.26663509925544,5520.656721690044,9.004075587141783,9.004075587141783,2.324592596561606,10.0,1251.2220607497625,37229.977171106606,2.4107375221715683,2.4107375221715683,0.3854701933488701,3.933333333333333,45.29480740123802,4762.933620203632,truthful
20,0.55,30,-216.869415711691,0.0,1.3702850526674983,0.15555555555555556,7.390608160038079,0.5267219074857137,0,1.0,629.5455682050737,1.6022062801092782,1.6022062801092782,3.9006475355484946,2.3,11.744602309333942,5639.577569831232,8.772334206927324,8.772334206927324,1.8624831600017921,9.366666666666667,545.5672407346335,39495.380375377405,2.4318052920213646,2.4318052920213646,0.5510337973299382,3.1,72.23372516110624,4895.602289418834,truthful
21,0.55,30,-195.2117610479443,0.0,2.2010237300512734,0.15555555555555556,10.891988672787186,0.06808334451879298,3,1.0,438.9972220067457,1.9451516371731716,1.9451516371731716,4.269755399475268,2.433333333333333,15.731591686978959,5764.87469836591,11.432292835932929,11.432292835932929,1.586003521152977,12.133333333333333,403.77516981722783,43322.941706693804,2.340789467343697,2.340789467343697,1.0209566742614233,7.266666666666667,19.490460502538895,6841.1394506070665,truthful
22,0.55,30,-270.4906015982813,0.0,1.5780564737677416,0.2,11.36211666994981,0.9197498920180464,2,1.0,1746.3490502804145,1.693845932209005,1.693845932209005,3.8597609600538734,3.433333333333333,8.078100566747281,5960.606855834685,10.080734586079412,10.080734586079412,3.2814965882324767,11.0,1281.6263996692658,45281.19430998553,7.023647615061905,7.023647615061905,0.46745087652355666,9.066666666666666,456.6445500444015,7803.003299836548,truthful
23,0.55,30,-182.47202371011986,0.0,0.840875840932435,0.14444444444444443,6.925784349857257,3.7597761532947396,5,1.0,1807.5300487228915,2.3235321181729858,2.3235321181729858,5.153740873211803,3.2666666666666666,46.74720055012153,6126.825260645797,10.543570884224753,10.543570884224753,2.5065781313696083,11.0,1620.0488007455947,46276.79368103726,3.747583420180235,3.747583420180235,0.7637803608590206,4.233333333333333,140.73404742717537,8046.971813010421,truthful
24,0.55,30,-376.4218863030711,0.0,1.484087246429149,0.26666666666666666,9.503124355164006,0.600801417993603,6,1.0,1044.7011668225077,2.1050776768464208,2.1050776768464208,3.4278331508710855,5.2,17.69006131982337,6829.610194434668,8.744630300358683,8.744630300358683,3.9876299554421455,9.0,997.8951743187347,47618.2892777309,2.5381647405985186,2.5381647405985186,0.5964951766815235,5.0,29.115931183949613,8907.717807739555,truthful
25,0.55,30,-94.16701213878608,0.0,1.717003346198635,0.12222222222222222,12.381855211998564,2.5334907646769476,1,1.0,1290.4928347608382,8.390681854118842,8.390681854118842,7.236823128453191,9.3,650.187637684503,7790.922246246561,7.557222458511747,7.557222458511747,1.8550876822284126,8.233333333333333,331.40695448674956,49446.15278189659,6.2089245213420385,6.2089245213420385,0.45429362696606657,8.333333333333334,308.8982425895856,9720.727835494608,truthful
26,0.55,30,-6.624184818265974,0.0,1.4055581445129999,0.05555555555555555,8.416442447337769,1.050161414503283,2,1.0,560.4041324014277,3.7260337067938836,3.7260337067938836,3.9425753187680552,4.033333333333333,145.0500245381437,7954.185837151468,7.902852342726965,7.902852342726965,3.161775808557775,8.0,309.91758575220433,50854.5147869484,3.0214528213457306,3.0214528213457306,0.4889075563668756,4.3,105.43652211107968,9956.949286365369,truthful
27,0.55,30,-484.85117693781854,0.0,2.6056759175552378,0.3111111111111111,9.815946267188707,0.7703683945993145,5,1.0,115.94237666499666,1.7530504260491595,1.7530504260491595,5.363480164358753,2.8333333333333335,5.154745538838625,8085.979878340946,5.886146889779789,5.886146889779789,2.4277391246159383,12.066666666666666,36.88509780147888,55581.68340326376,2.501760652995247,2.501760652995247,0.7768686329658082,3.4,73.90253332467915,10085.08315287667,truthful
28,0.55,30,-218.56763465495422,0.0,1.9988927537996433,0.15555555555555556,9.455223588462228,0.013713786188317883,1,1.0,584.0079650511111,1.6145392927108282,1.6145392927108282,7.544327812430794,2.2,7.015780820188212,8183.486258250793,13.088631143254029,13.088631143254029,1.7957318179372175,14.0,558.8435346592287,60644.26346589831,1.932183475663599,1.932183475663599,0.4617357150708006,2.1,18.148649571694307,10210.810503428647,truthful
29,0.55,30,75.07935348125689,0.0,0.3121909279140065,0.0,8.60245744142208,1.8534165317718951,7,1.0,1657.8880152416314,1.7881044701096065,1.7881044701096065,6.491800881658633,2.0,30.70103999237186,8246.900499742385,11.98589600218844,11.98589600218844,1.6334808840030297,12.0,1536.4697695284103,62883.07530635659,2.3743054617246635,2.3743054617246635,0.8292322000068296,3.0,90.71720572084924,10305.7104768645,truthful
30,0.55,30,-293.0354656088711,0.0,1.773997389772553,0.2111111111111111,9.819499033160586,0.11330117348427506,7,1.0,964.8490425702784,2.1005226375592767,2.1005226375592767,6.447887342866408,4.1,31.845611801914686,8555.113751198964,10.421825005880578,10.421825005880578,1.644588629146017,11.033333333333333,909.4993091000306,65857.39070265304,1.8206775725116524,1.8206775725116524,0.8249986897350471,2.5,23.50412166833314,10426.855012975291,truthful
31,0.55,30,-273.9385853424477,0.0,1.1168708104634855,0.2,9.402694071770217,1.9695842978716724,0,1.0,1353.1130731761318,3.9042114481024472,3.9042114481024472,3.898780750438564,4.333333333333333,52.870981484982565,8909.615351141934,10.91566321387156,10.91566321387156,1.8360093541201519,11.0,1274.8796209564998,67463.17790220703,1.764703587031315,1.764703587031315,0.5655502734892885,2.3333333333333335,25.362470734649264,10504.032165406914,truthful
32,0.55,30,17.077944390620996,0.0,1.2206618738168222,0.03333333333333333,7.7497502152001205,0.4055698524510902,1,1.0,517.0284152286478,2.5671598915187928,2.5671598915187928,7.458181626786247,3.033333333333333,76.13173441506567,9062.179081602397,7.717918576952345,7.717918576952345,1.8380679275466074,8.466666666666667,423.6525112335396,69474.99290210809,1.5819769353030149,1.5819769353030149,0.44857671264385934,2.4,17.24416958004248,10608.683030405584,truthful
33,0.55,30,-264.70241627071783,0.0,1.680157977211133,0.2,11.140700246270152,0.9869392973574792,3,1.0,1546.5748426592545,1.7547929226559495,1.7547929226559495,4.331386623937613,4.3,12.789698681126822,9655.542087179414,11.922293436386278,11.922293436386278,1.563028370928988,12.0,1523.1842022318478,71552.30097339899,1.952557065343933,1.952557065343933,1.033370950862881,3.5,10.60094174627983,10831.271982984445,truthful
34,0.55,30,-573.8888949207242,0.0,1.9210382308507867,0.3333333333333333,13.135893730210977,0.8842563422246367,4,1.0,1271.6762070442705,5.322567736694591,5.322567736694591,8.61003213760563,11.533333333333333,17.299999999999955,12104.643680455178,9.899917542169831,9.899917542169831,2.3135521595976085,10.0,1171.7496913585696,73423.44410421647,2.280757591020028,2.280757591020028,0.3888372458853375,3.033333333333333,82.62651568570098,10947.625755665547,truthful
35,0.55,30,-280.14026491322187,0.0,1.4372358343294858,0.2111111111111111,10.560639210087803,0.6791565665957248,2,1.0,668.792357250086,5.364709987335489,5.364709987335489,3.9679614238967758,7.333333333333333,147.85378217388893,12836.768721086353,9.026611975290463,9.026611975290463,3.223662184219655,10.8,490.83835819348315,76660.91672984784,1.939339739099875,1.939339739099875,0.4697009423757586,2.0,30.100216882713838,11017.655496205263,truthful
36,0.55,30,-76.36127870441774,0.0,1.1837672553714877,0.08888888888888889,10.744577711774813,0.943167074207338,1,1.0,803.5699042289187,3.0873953438088204,3.0873953438088204,7.645560578708053,4.133333333333334,123.3295579456277,13004.801636294793,11.130983562788423,11.130983562788423,1.8332911439129198,12.266666666666667,649.3235016062663,80629.63531509385,1.6172614555522684,1.6172614555522684,0.43958890794200856,2.0,30.916844677024784,11089.805063915244,truthful
37,0.55,30,-110.83294142712633,0.0,1.3172884899789294,0.1111111111111111,11.510571849581673,0.7451650581529052,1,1.0,1125.8216933523865,2.3696701996465825,2.3696701996465825,7.649839828757043,4.5,63.79938897255812,13446.268704636854,13.284872499546267,13.284872499546267,1.8394695901950298,14.0,1044.634669886781,84739.96987982825,1.7990364854020386,1.7990364854020386,0.4366751728605115,2.3,17.3876344930475,11313.14197104418,truthful
38,0.55,30,-115.80899387070689,0.0,0.6910813548945361,0.13333333333333333,12.065075622674625,4.124852952103461,7,1.0,2537.391419356405,7.819879603151452,7.819879603151452,6.608879662346151,9.333333333333334,466.10986940837483,14453.811734033134,11.800579042254576,11.800579042254576,1.6665461249921503,12.0,1795.6422857360753,86638.71696298599,4.92803095780703,4.92803095780703,0.78614315906012,5.0,275.6392642119551,11582.750942055949,truthful
39,0.55,30,25.547240039422977,0.0,0.7025214743932415,0.03333333333333333,7.483092110019097,1.9999196216335753,7,1.0,886.8376776810945,3.1014281461437347,3.1014281461437347,6.724426359192634,4.033333333333333,157.19105036368182,14611.610148622272,7.89541898647263,7.89541898647263,1.64590334796404,8.0,585.9414327291383,88156.10078694671,3.150682363576821,3.150682363576821,0.7898354640898122,4.333333333333333,143.70519458827437,11760.723760728677,truthful
40,0.55,30,-387.98358496245237,0.0,1.242566974307743,0.26666666666666666,10.439469486737488,1.0574158074084186,6,1.0,1034.917839196522,2.3824461803026478,2.3824461803026478,3.6741015631986387,7.8,25.330232366143605,15837.244856143363,8.769548731684646,8.769548731684646,3.918918059643684,9.0,925.2378142567757,89379.67601411475,2.2429435617844224,2.2429435617844224,0.574340474968036,3.1,84.34979257360261,11873.306985064233,truthful
41,0.55,30,-153.03104767144154,0.0,1.302918066913808,0.14444444444444443,9.13411290460026,0.9860922475543494,0,1.0,834.8544279592348,4.614128218988722,4.614128218988722,4.076750646814046,5.4,139.0334282822389,16270.754754620393,7.142721206047397,7.142721206047397,1.8244999550449625,8.033333333333333,649.0650233181318,90705.02828654637,2.3558875754924506,2.3558875754924506,0.5468318567295155,3.5,46.75597635886413,12054.210480425754,truthful
42,0.55,30,-100.58428825138527,0.0,1.4287825110724157,0.08888888888888889,9.410979404947028,1.0629324195061072,7,1.0,182.06747835426697,2.7627873020087295,2.7627873020087295,6.791183188252554,3.1333333333333333,51.24125715008728,16462.974399293555,9.825378331565418,9.825378331565418,1.6331994295195003,10.9,42.92680983894343,94351.76520348579,2.005151035668542,2.005151035668542,0.7926432718831152,3.0,87.89941136523626,12138.724770049423,truthful
43,0.55,30,-106.25475076771357,0.0,1.1869068878240476,0.1111111111111111,10.92242542996366,0.7657893071335219,3,1.0,1463.799151220608,2.271114760208622,2.271114760208622,4.523034677587264,3.1333333333333333,54.675082104693985,16592.849531208238,13.26688067455604,13.26688067455604,1.545648084267864,14.0,1386.055957168991,98075.89044719691,1.835376981236809,1.835376981236809,1.0086152977444187,2.1,23.06811194692314,12235.281608198444,truthful
44,0.55,30,63.51340792548783,0.0,1.2778248119725977,0.022222222222222223,11.19143485472276,1.3687697610627627,1,1.0,1867.972572877597,1.1879102797555974,1.1879102797555974,7.763669648885031,2.2333333333333334,28.312906762138418,16681.306302058318,11.038812255148018,11.038812255148018,1.8311044103763043,12.0,1823.2558132910353,100288.62917407979,1.3449851337525374,1.3449851337525374,0.4335686665918833,7.833333333333333,16.40385282442321,13755.527525835576,truthful
45,0.55,30,90.11500838085855,0.0,1.0182090878228283,0.011111111111111112,11.608934718114806,4.427572477128878,2,1.0,2213.4942620412385,6.147413850422828,6.147413850422828,4.054982648577152,7.0,527.6369121889862,17129.026203759167,10.522277861470933,10.522277861470933,3.227212051827477,11.0,1621.703840953591,101192.63963424096,5.711500988740079,5.711500988740079,0.4584169897259788,8.8,64.1535088986609,16198.070141144795,truthful
46,0.55,30,-9.357729414539518,0.0,1.618613015758045,0.05555555555555555,9.5773624967024,2.141113602899912,1,1.0,868.1045483730454,3.347630173072478,3.347630173072478,7.7743626125640715,4.0,135.94723900763734,17323.014822742665,6.790399371795736,6.790399371795736,1.8237502460100785,8.1,150.3281871218128,103213.6896770247,8.112253181605977,8.112253181605977,0.4361062922493717,9.8,581.8291222435953,17253.643144902166,truthful
47,0.55,30,71.64138893562402,0.0,0.9483202085501874,0.0,7.575860493960045,2.513930008005504,1,1.0,457.49079881982055,2.450019410027349,2.450019410027349,7.7637605500284055,3.0,85.12565205560628,17414.478564736804,8.060605347910899,8.060605347910899,1.799207876639691,9.833333333333334,76.83219144630948,106079.57258909571,4.105017408787045,4.105017408787045,0.44730335351062067,5.0,295.5329553179048,17458.679958244695,truthful
48,0.55,30,17.228940694914655,0.0,1.2526283127294893,0.022222222222222223,7.580777474608191,1.6971122224577733,1,1.0,1034.98911985831,1.5849283583623879,1.5849283583623879,7.74704143192995,2.0,21.227274255553354,17482.36929031406,9.21699461728831,9.21699461728831,1.7942074453894357,10.166666666666666,974.3468118337892,107966.16644206704,2.6658075136755213,2.6658075136755213,0.45044293344803227,3.933333333333333,39.415033768967646,17691.43796394932,truthful
49,0.55,30,47.072772709946776,0.0,1.0090709020014819,0.022222222222222223,12.544838604653512,0.5432896330518224,1,1.0,4911.409939067192,1.3729048136212914,1.3729048136212914,7.706907137700292,2.033333333333333,27.771783704547886,17544.004118143173,20.752914851729443,20.752914851729443,1.7990371385219945,21.0,4863.689719611475,115662.29477394307,1.9509801726957827,1.9509801726957827,0.45072826128074317,3.2,19.94843575116954,17884.41295861529,truthful
50,0.55,30,-252.65793648531744,0.0,1.11043812912657,0.2,13.413207577042856,5.200563462388549,1,1.0,5682.2293126062905,1.561978232154597,1.561978232154597,7.586594761659354,3.7333333333333334,12.545650003960162,17839.774952690725,19.604240560027918,19.604240560027918,1.8284986717810665,20.0,5460.579245530253,119624.56574926218,4.3313779052850805,4.3313779052850805,0.4451292372175479,5.966666666666667,209.10441707207747,18303.99704167177,truthful
51,0.55,30,17.84896789999375,0.0,0.29144200576236934,0.044444444444444446,9.503647842940975,4.712075398745813,2,1.0,3282.5525108525517,3.905200126463739,3.905200126463739,3.934492485027218,4.166666666666667,138.77250434719105,18109.820760589522,14.487124184171822,14.487124184171822,3.22896042167518,15.0,3056.1007191991034,121566.77650782911,2.746795535765179,2.746795535765179,0.4722980532282524,3.0,87.67928730625724,18423.339184262648,truthful
52,0.55,30,-77.17252403683604,0.0,0.588803981896194,0.1,11.249668913414903,1.6140826425357766,5,1.0,2321.1067467727717,3.0501560226354867,3.0501560226354867,5.316404503705265,4.566666666666666,112.79300954931563,18576.012817683204,12.316132922053686,12.316132922053686,2.4965366786666636,13.0,2123.1417961322068,124273.62380070593,2.0995247336406817,2.0995247336406817,0.746414388660752,3.066666666666667,85.17194109124931,18487.248127540515,truthful
53,0.55,30,76.72086680076733,0.0,1.1683597643300219,0.011111111111111112,10.62205971841879,1.0448850599122506,2,1.0,1712.4570256318568,4.489330980411142,4.489330980411142,3.9376404954149136,5.0,270.2529024030844,18808.65359146243,11.585902509865962,11.585902509865962,3.2447539634588662,12.0,1432.9505422257462,127168.78303837012,1.4731316833082728,1.4731316833082728,0.4677928213717679,2.433333333333333,9.253581003026326,18626.781472445608,truthful
54,0.55,30,34.662746163036466,0.0,0.5554955684429631,0.022222222222222223,8.537715697950643,1.641713983442523,2,1.0,1340.3439152009262,2.259375269746311,2.259375269746311,3.9629458479449586,3.0,75.40713756342069,18892.719308106498,10.786774076905226,10.786774076905226,3.246359893303818,11.0,1174.393979356248,129488.65045973315,2.4930963132211503,2.4930963132211503,0.4643614719997053,3.0,90.54279828125738,18736.533742199743,truthful
55,0.55,30,-155.28036360383356,0.0,0.7726230295030009,0.12222222222222222,7.053906223201435,3.9694429737887096,2,1.0,1628.5568332592845,1.3968262899238422,1.3968262899238422,3.95333948820209,2.1666666666666665,15.834408146475894,18975.97503180094,10.015536418973753,10.015536418973753,3.252037962739789,11.0,1590.1204851585742,130350.7143201857,1.7801458782507147,1.7801458782507147,0.4640195952643143,2.2,22.60193995423454,18816.730384408165,truthful
56,0.55,30,-378.98173864407465,0.0,1.2965338406704479,0.24444444444444444,6.369735393593861,0.1950740049460613,2,1.0,593.0030089494826,1.3825963178541145,1.3825963178541145,3.936042874835894,2.433333333333333,3.6500000000000057,19074.090902535794,6.612761210016263,6.612761210016263,3.263749194030871,7.0,569.1550480026344,131150.2802819537,1.8327933016311857,1.8327933016311857,0.4630149548403009,2.1,20.197960946848212,18916.181119215496,truthful
57,0.55,30,-51.51471405124933,0.0,0.6362669140587031,0.05555555555555555,6.18755965376491,0.3425044991348416,1,1.0,761.3706421569166,1.6750977914706364,1.6750977914706364,7.46646979634252,2.1,18.588429018971055,19147.740398779195,7.321672838139157,7.321672838139157,1.8658238280689572,8.0,711.898510670894,132349.60420194894,1.8598954948187603,1.8598954948187603,0.43613175894216955,2.0,30.88370246705152,18988.34326619696,truthful
58,0.55,30,-214.70895906788476,0.0,4.133869559800727,0.23333333333333334,8.491159583089699,0.10462225946205421,1,1.0,361.44037359279207,1.4303848592021404,1.4303848592021404,7.458630427985161,2.3333333333333335,12.429364557963837,19230.9754649471,6.7004608845025535,6.7004608845025535,1.8668008785353196,7.733333333333333,332.4847376772482,133968.92497504636,1.8629612777224098,1.8629612777224098,0.43617298579910146,9.733333333333333,16.52627135758007,24130.829860579095,truthful
59,0.55,30,105.77553816245808,0.0,3.0981088013908673,0.0,12.646909520088569,1.7307242379624548,0,1.0,1421.3601452789217,1.2263644702289827,1.2263644702289827,3.919766810580536,2.0,30.571042270991782,19275.413988347784,10.264666177841864,10.264666177841864,1.8674924747333523,11.0,1009.2378691590066,136047.65240058157,12.043415614043015,12.043415614043015,0.5456597755084583,13.0,381.5512338489234,27149.055901043183,truthful
60,0.55,30,-55.94812322515769,0.0,1.3863330788872226,0.13333333333333333,8.088213411722297,4.1199329858105385,1,1.0,1170.4767727048807,1.0133864628100506,1.0133864628100506,7.348262072769675,2.0,26.33201589618092,19331.83246108412,8.286504295252495,8.286504295252495,1.8427660685288318,10.766666666666667,537.3662874339466,140481.29600039474,6.014648646449548,6.014648646449548,0.45303236651419376,7.0,606.7784693747533,27430.01312077044,truthful
61,0.55,30,-194.73055854832367,0.0,2.489901329800393,0.14444444444444443,14.464319839950681,0.8606175227522468,7,1.0,4951.486487030411,1.7124537225258336,1.7124537225258336,6.335441285804936,2.3,10.359573284248,19433.20463308775,21.150751897350077,21.150751897350077,1.651834135906719,22.0,4888.151131880895,146264.56355408364,2.891322738627708,2.891322738627708,0.8325473302764527,3.7666666666666666,52.97578186526778,27694.289358983264,truthful
62,0.55,30,-266.66180257364823,0.0,1.998354617888044,0.18888888888888888,9.951790529154703,0.10475097318093089,3,1.0,700.1804182109136,1.6677750288371698,1.6677750288371698,4.175845628169246,2.3666666666666667,7.392215693488296,19564.97728079736,11.62421261970826,11.62421261970826,1.5785549693013616,12.466666666666667,655.2816940839539,150800.31430925158,2.9808807710602374,2.9808807710602374,1.051797455101862,3.6333333333333333,37.50650843347131,27944.701244306372,truthful
