slot,epoch,slice,tenant,load,L,theta,report,report_multiplier,weight,allocation_prbs,throughput_mbps,latency_ms,cqi,snr_db,ber,demand_prbs,binding,sla_violation,wasted_prbs
9,0,mMTC,2,0.55,30,2.734568927491406,3.028270835329239,1.0,0.46599999999999997,4,0.20226443534873564,0.0,10.0,11.898359533499415,1.3138663886058335e-08,2.734568927491406,0,0,1.2654310725085942
10,0,URLLC,0,0.55,30,1.1217236542167168,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,2.401332620737406,13.0,19.498682346315356,6.001536314166922e-41,1.71895811490434,0,1,0.28104188509565997
10,0,eMBB,1,0.55,30,7.000884747661066,7.379185175004756,1.0,2.0939285714285716,8,6.04002816,0.515521454017053,14.0,22.081592517568097,1.6164643309552756e-72,10.755624873859603,0,0,0.0
10,0,mMTC,2,0.55,30,2.58170470994699,3.028270835329239,1.0,0.46599999999999997,4,0.2805778788826491,0.0,9.0,11.327625140561594,9.406360005759753e-08,2.58170470994699,0,0,1.4182952900530101
11,0,URLLC,0,0.55,30,1.2178269235737047,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,1.8933714475405952,13.0,19.92026316894389,6.498939813162322e-45,6.020492165048516,0,0,0.0
11,0,eMBB,1,0.55,30,7.097394731422126,7.379185175004756,1.0,2.0939285714285716,8,6.04002816,0.2626541811878806,14.0,21.933648576568178,3.671997790682118e-70,11.22156636355855,0,0,0.0
11,0,mMTC,2,0.55,30,2.4385323846216442,3.028270835329239,1.0,0.46599999999999997,4,1.4206795199999998,4.594894641721144,9.0,11.660323623546674,3.0788344021887683e-08,2.4385323846216442,0,0,1.5614676153783558
12,0,URLLC,0,0.55,30,1.238901415412333,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,1.3982168751126285,13.0,20.37143711991322,1.3260723509377096e-49,5.025644310493523,0,0,0.0
12,0,eMBB,1,0.55,30,7.699469726493433,7.379185175004756,1.0,2.0939285714285716,8,6.04002816,0.44737510559194144,14.0,21.960988880002553,1.3660077558672487e-70,9.800703175996478,0,0,0.0
12,0,mMTC,2,0.55,30,2.397021379678497,3.028270835329239,1.0,0.46599999999999997,6,2.13101928,2.121355638507079,9.0,10.391945800353728,1.4444767769234547e-06,20.77659994656307,0,0,0.0
13,0,URLLC,0,0.55,30,1.21398874052024,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,1.007851456614671,13.0,20.458239234264944,1.456217208316958e-50,4.010422490745497,0,0,0.0
13,0,eMBB,1,0.55,30,7.623762135087885,7.379185175004756,1.0,2.0939285714285716,8,6.04002816,0.5143098218903961,14.0,21.126485205987485,1.2653367063057623e-58,11.202762979823415,0,0,0.0
13,0,mMTC,2,0.55,30,2.4863710107591337,3.028270835329239,1.0,0.46599999999999997,4,1.4206795199999998,2.332331006109742,9.0,11.370056993772598,8.194948965299027e-08,15.21450484180161,0,0,0.0
14,0,URLLC,0,0.55,30,1.2866784861952016,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,1.2697893356518237,13.0,19.688650272559507,1.0932624908368866e-42,3.3023813994245432,0,0,0.0
14,0,eMBB,1,0.55,30,7.56051973286148,7.379185175004756,1.0,2.0939285714285716,8,6.04002816,0.28843981669527935,14.0,21.888937007333773,1.8257029837519642e-69,11.67499830798465,0,0,0.0
14,0,mMTC,2,0.55,30,2.591639109864123,3.028270835329239,1.0,0.46599999999999997,4,1.13008464,2.0192105690072326,8.0,9.42464412550344,1.4227039249289602e-05,14.319946094874043,0,0,0.0
15,0,URLLC,0,0.55,30,1.1833976150877283,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,2.1600632397138684,13.0,19.73881741255418,3.686121831865495e-43,3.7229762863913756,0,1,0.0
15,0,eMBB,1,0.55,30,7.794824629572342,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.5478066203131138,13.0,20.33202962001659,3.563200918811207e-49,10.404237638122888,0,0,0.0
15,0,mMTC,2,0.55,30,2.462339610567114,3.028270835329239,1.0,0.46599999999999997,4,1.13008464,1.389943877348437,8.0,9.274899062260832,1.9446533757246033e-05,10.539181886596044,0,0,0.0
16,0,URLLC,0,0.55,30,1.153885692924531,1.3112521647581195,1.0,3.6178571428571433,2,1.3353076799999999,1.32035172594797,13.0,19.171914599072206,3.972090981556942e-38,5.474012172352268,0,0,0.0
16,0,eMBB,1,0.55,30,7.7210013702770315,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.476496502154828,13.0,19.83074614854757,4.865890289340404e-44,12.103454332781942,0,0,0.0
16,0,mMTC,2,0.55,30,2.4444597811220783,3.028270835329239,1.0,0.46599999999999997,4,1.4206795199999998,0.5912985808579234,9.0,11.426750899835184,6.802305127738483e-08,6.867003230621548,0,0,0.0
17,0,URLLC,0,0.55,30,1.090460724103797,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,1.0886242105003219,12.0,18.120897559670148,2.3195688941449813e-30,4.151465258431269,0,0,0.0
17,0,eMBB,1,0.55,30,7.4339275056588905,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.41670262981471246,13.0,19.73465736870131,4.035795304521722e-43,11.245899522897515,0,0,0.0
17,0,mMTC,2,0.55,30,2.501282371415956,3.028270835329239,1.0,0.46599999999999997,4,1.4206795199999998,0.07687817373628698,9.0,10.883184692205047,3.695700364650926e-07,4.866476694847649,0,0,0.0
18,0,URLLC,0,0.55,30,1.123115940666665,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,0.77201505959583,12.0,17.719524695448857,7.454841881436874e-28,3.300364361667309,0,0,0.0
18,0,eMBB,1,0.55,30,7.5299632203489075,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.3296984937348868,13.0,19.872248990485932,1.923223400111869e-44,10.863584258866608,0,0,0.0
18,0,mMTC,2,0.55,30,2.626482309414809,3.028270835329239,1.0,0.46599999999999997,4,1.13008464,1.8694983117291462,8.0,10.027482878643793,3.6233882821943665e-06,3.0130701563645554,0,0,0.9869298436354446
19,0,URLLC,0,0.55,30,1.2275100373158494,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,3.449595326970697,12.0,17.576040829464077,5.180004851611752e-27,2.7715401565075095,0,1,0.0
19,0,eMBB,1,0.55,30,7.551759696471638,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.3975529303783464,13.0,19.988268497896385,1.3694288047917927e-45,10.189347646350733,0,0,0.0
19,0,mMTC,2,0.55,30,2.596538462323298,3.028270835329239,1.0,0.46599999999999997,4,1.13008464,0.9309807921823506,8.0,10.070833639768894,3.2604511160686987e-06,10.074531709239883,0,0,0.0
20,0,URLLC,0,0.55,30,1.1927967603445608,1.3112521647581195,1.0,3.6178571428571433,3,1.72793844,3.0520527993580546,12.0,17.29982467127189,1.8171770416064434e-25,8.091987414285956,0,1,0.0
20,0,eMBB,1,0.55,30,7.880434563346984,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.22538604365422527,13.0,19.778992404530033,1.5294152465562996e-43,11.060858006373754,0,0,0.0
20,0,mMTC,2,0.55,30,2.649552496512756,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,0.20493713619686105,10.0,12.014227369576862,8.53639041069026e-09,5.260049232372471,0,0,0.0
21,0,URLLC,0,0.55,30,1.2767493199067916,1.3112521647581195,1.0,3.6178571428571433,3,1.72793844,2.175028430108519,12.0,17.722417079220097,7.1644376183727035e-28,10.432907717980957,0,1,0.0
21,0,eMBB,1,0.55,30,7.69923267488607,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.08417878525044373,13.0,19.5201648146209,3.848763480894103e-41,9.502321024119873,0,0,0.0
21,0,mMTC,2,0.55,30,2.6064703317387745,3.028270835329239,1.0,0.46599999999999997,4,0.6051000846379877,0.0,10.0,12.220016348034607,3.8586609070312654e-09,3.4262188765262187,0,0,0.5737811234737813
22,0,URLLC,0,0.55,30,1.3297916706791084,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,2.9788067926421147,12.0,17.184076854656247,7.558710332716508e-25,7.854876961004666,0,1,0.0
22,0,eMBB,1,0.55,30,8.302280174295596,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.08580430413329138,13.0,18.946746811538418,2.6516631841784026e-36,8.975710456299145,0,0,0.0
22,0,mMTC,2,0.55,30,2.594939856497354,3.028270835329239,1.0,0.46599999999999997,4,1.4206795199999998,3.6875710936676125,9.0,11.61724254589048,3.574728351813086e-08,2.594939856497354,0,0,1.405060143502646
23,0,URLLC,0,0.55,30,1.3485205328362777,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,2.5582871603192228,12.0,17.254536556691317,3.188300293151804e-25,7.306134118120506,0,1,0.0
23,0,eMBB,1,0.55,30,8.279633983650625,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.14627197549553206,13.0,19.002286122354022,9.598186051793057e-37,8.966068416716956,0,0,0.0
23,0,mMTC,2,0.55,30,2.576588113929626,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,2.6656338343510813,10.0,11.811827045279493,1.800029017210689e-08,15.575529439975954,0,0,0.0
24,0,URLLC,0,0.55,30,1.4313897144552434,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,2.2444111948734187,12.0,17.404224096343818,4.8622900339105356e-26,6.547964035093688,0,1,0.0
24,0,eMBB,1,0.55,30,8.240709145501866,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.04780699120388888,13.0,20.05537949705971,2.875536395632389e-46,9.410884949466123,0,0,0.0
24,0,mMTC,2,0.55,30,2.488661241234784,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,2.1150372019172394,10.0,11.89839226349266,1.3137084219872032e-08,13.151196578639109,0,0,0.0
25,0,URLLC,0,0.55,30,1.5523173643340331,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,1.604749142350174,12.0,16.98097686290704,8.432309867318518e-24,6.041139754080871,0,0,0.0
25,0,eMBB,1,0.55,30,8.342108889540294,7.379185175004756,1.0,2.0939285714285716,8,4.891127346870765,0.0,13.0,20.573339756528515,7.26658374197157e-52,8.724564819171404,0,0,0.0
25,0,mMTC,2,0.55,30,2.399143085723504,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,1.1271201372415025,10.0,12.719980845896954,4.777973828798318e-10,10.859291893392463,0,0,0.0
26,0,URLLC,0,0.55,30,1.4664206621572098,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,0.7579758269597991,12.0,16.952608557477802,1.1706670089192069e-23,4.675918946857558,0,0,0.0
26,0,eMBB,1,0.55,30,8.994573658950989,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.12833172232962498,13.0,19.95546174267044,2.91147835093108e-45,8.994573658950989,0,0,0.0
26,0,mMTC,2,0.55,30,2.3686328835420585,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,0.2981770825728907,10.0,13.458143365113056,1.3765949004457444e-11,6.877113432508068,0,0,0.0
27,0,URLLC,0,0.55,30,1.4688157509434154,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,1.0365176482876615,12.0,16.700281870320882,1.977239068008984e-22,2.984767404863014,0,0,0.0
27,0,eMBB,1,0.55,30,9.240204797712439,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.5945261975280197,13.0,19.832966842515944,4.631149563166881e-44,10.266858576349438,0,0,0.0
27,0,mMTC,2,0.55,30,2.29940718840079,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,0.7633289210153704,10.0,13.910793746509324,1.1461625000739233e-12,3.492115518692353,0,0,0.5078844813076469
28,0,URLLC,0,0.55,30,1.4912109164110146,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,1.3709106133241213,12.0,17.502487341149322,1.3656167197022923e-26,3.5642462129863373,0,0,0.0
28,0,eMBB,1,0.55,30,9.313919567203019,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.7824955520226808,13.0,18.793115538889605,4.1256763235809944e-35,14.070129147427178,0,0,0.0
28,0,mMTC,2,0.55,30,2.3598864469989325,3.028270835329239,1.0,0.46599999999999997,4,1.6120872,0.2562090138780262,10.0,13.05398967454066,1.0323631235143541e-10,5.413202131060413,0,0,0.0
29,0,URLLC,0,0.55,30,1.5515826634055465,1.3112521647581195,1.0,3.6178571428571433,2,1.15195896,1.9120596825256841,12.0,16.895577098485674,2.24964357201416e-23,4.2934038900537885,0,0,0.0
29,0,eMBB,1,0.55,30,8.978920650626872,7.379185175004756,1.0,2.0939285714285716,8,5.3412307199999995,0.7104618205011859,13.0,19.685781680875632,1.1629443764586267e-42,15.238885066808319,0,0,0.0
29,0,mMTC,2,0.55,30,2.3309041767452126,3.028270835329239,1.0,0.46599999999999997,4,0.5155191862365957,0.0,10.0,13.62140308505008,5.7821937315658606e-12,3.3557402322573173,0,0,0.6442597677426827
30,1,URLLC,0,0.55,30,1.484346778580492,1.484346778580492,1.0,6.722543215325701,2,1.15195896,1.6432951217492018,12.0,16.615747474324884,4.918111927302741e-22,5.30846614363186,0,0,0.0
30,1,eMBB,1,0.55,30,8.84249869762787,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.6537854270260756,13.0,20.633900125276575,1.4535050446343436e-52,14.526193261637355,0,0,0.0
30,1,mMTC,2,0.55,30,2.2676583574637657,2.2676583574637657,1.0,0.46520746908114136,3,0.5363932263315162,0.0,11.0,14.960560911111282,1.2196909278992925e-15,2.2676583574637657,0,0,0.7323416425362343
31,1,URLLC,0,0.55,30,1.7577128817790655,1.484346778580492,1.0,6.722543215325701,2,1.15195896,1.6712324373409375,12.0,16.668576983893434,2.788538254066239e-22,5.0443031252774695,0,0,0.0
31,1,eMBB,1,0.55,30,8.659885357239776,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.680066159853315,13.0,19.256160992749265,7.79552274885128e-39,14.543954200474456,0,0,0.0
31,1,mMTC,2,0.55,30,2.2480142992698413,2.2676583574637657,1.0,0.46520746908114136,3,0.8910453656755759,0.0,12.0,16.36914013915219,6.362882461054953e-21,2.2480142992698413,0,0,0.7519857007301587
32,1,URLLC,0,0.55,30,1.7613066146350953,1.484346778580492,1.0,6.722543215325701,2,1.15195896,1.5987111930187219,12.0,16.887902398864597,2.4547519055604288e-23,5.10377148931697,0,0,0.0
32,1,eMBB,1,0.55,30,8.848350716658018,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.4492533241799811,13.0,20.000083664521274,1.0422240878628449e-45,14.968946155337854,0,0,0.0
32,1,mMTC,2,0.55,30,2.1261204958238036,2.2676583574637657,1.0,0.46520746908114136,3,1.72793844,0.6544725036554627,12.0,16.513443272846597,1.4475749293555819e-21,2.1261204958238036,0,0,0.8738795041761964
33,1,URLLC,0,0.55,30,1.8293817482702455,1.484346778580492,1.0,6.722543215325701,2,1.15195896,0.9547412010100462,12.0,16.787067289962874,7.61678593022197e-23,5.026804134307689,0,0,0.0
33,1,eMBB,1,0.55,30,9.059373684455577,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.3871024410541215,13.0,20.18984776477819,1.171699270994009e-47,13.102653602075408,0,0,0.0
33,1,mMTC,2,0.55,30,2.0442014484839333,2.2676583574637657,1.0,0.46520746908114136,3,1.4711144399999998,0.32355207639162187,11.0,15.242844874963136,1.4406856701591576e-16,4.350388172453514,0,0,0.0
34,1,URLLC,0,0.55,30,1.8733462230354763,1.484346778580492,1.0,6.722543215325701,2,1.1372270521480645,0.0,12.0,16.98528105871718,8.021341656941665e-24,3.782828625055569,0,0,0.0
34,1,eMBB,1,0.55,30,9.15625976385393,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.4357228598280757,13.0,19.911993444549054,7.840926895348656e-45,12.640181733341024,0,0,0.0
34,1,mMTC,2,0.55,30,2.0845906288284644,2.2676583574637657,1.0,0.46520746908114136,3,0.8244558338105725,0.0,11.0,15.819407100481937,1.17097923846568e-18,3.05524685800333,0,0,0.0
35,1,URLLC,0,0.55,30,1.8894150401210312,1.484346778580492,1.0,6.722543215325701,2,0.9443662523721993,0.0,12.0,17.35946979784638,8.589300810138277e-26,1.8894150401210312,0,0,0.11058495987896877
35,1,eMBB,1,0.55,30,9.02866157981311,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.8238165326558935,13.0,19.10306040601178,1.4687463414012445e-37,12.95016731826579,0,0,0.0
35,1,mMTC,2,0.55,30,2.088139152663649,2.2676583574637657,1.0,0.46520746908114136,3,1.4711144399999998,0.26477030091075726,11.0,16.102943710590523,8.62538645807018e-20,2.088139152663649,0,0,0.9118608473363512
36,1,URLLC,0,0.55,30,1.8559785316603397,1.484346778580492,1.0,6.722543215325701,2,1.15195896,1.4784478648209023,12.0,17.100583629023873,2.065145393914554e-24,1.8559785316603397,0,0,0.14402146833966034
36,1,eMBB,1,0.55,30,8.666444183476514,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.5124417714566438,13.0,19.68726424873263,1.126399196821814e-42,16.080792977379556,0,0,0.0
36,1,mMTC,2,0.55,30,2.0031740899845967,2.2676583574637657,1.0,0.46520746908114136,3,1.3207265289555,0.0,12.0,16.688298508162394,2.252282861827393e-22,2.6794263289583884,0,0,0.3205736710416116
37,1,URLLC,0,0.55,30,1.7546660559891638,1.484346778580492,1.0,6.722543215325701,2,1.15195896,1.0732569181332594,12.0,17.021544901738036,5.255029091711137e-24,4.711561785630968,0,0,0.0
37,1,eMBB,1,0.55,30,9.437292143847353,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.40664299858063235,13.0,19.43765570452897,2.0951412708633294e-40,14.049268086957147,0,0,0.0
37,1,mMTC,2,0.55,30,1.950683363043814,2.2676583574637657,1.0,0.46520746908114136,3,1.350272546889388,0.0,11.0,16.298882858946016,1.285737237174001e-20,1.950683363043814,0,0,1.049316636956186
38,1,URLLC,0,0.55,30,1.8305006556414978,1.484346778580492,1.0,6.722543215325701,2,1.15195896,0.22401421198781263,12.0,17.530857335405358,9.414218931201043e-27,3.9770144919080166,0,0,0.0
38,1,eMBB,1,0.55,30,8.512075202078215,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.25017876923293303,13.0,19.82471914705514,5.563995206056069e-44,12.171862189303905,0,0,0.0
38,1,mMTC,2,0.55,30,2.078117822045442,2.2676583574637657,1.0,0.46520746908114136,3,1.72793844,2.1668179800574054,12.0,17.060594450240384,3.319616312941226e-24,2.078117822045442,0,0,0.9218821779545578
39,1,URLLC,0,0.55,30,1.863725329824094,1.484346778580492,1.0,6.722543215325701,2,1.1084595051102226,0.0,12.0,17.08158762297087,2.5888459736994457e-24,2.3117537537997195,0,0,0.0
39,1,eMBB,1,0.55,30,8.551657504925267,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.20534230727355338,13.0,19.380504852018003,6.650396627335745e-40,10.803266428021663,0,0,0.0
39,1,mMTC,2,0.55,30,1.999651045938705,2.2676583574637657,1.0,0.46520746908114136,3,1.4711144399999998,2.5147564349706424,11.0,15.777456195150556,1.6983640631525953e-18,9.634940276512115,0,0,0.0
40,1,URLLC,0,0.55,30,1.9074417987682102,1.484346778580492,1.0,6.722543215325701,2,0.8040459566245715,0.0,12.0,17.360092827774626,8.52187118092745e-26,1.9074417987682102,0,0,0.09255820123178982
40,1,eMBB,1,0.55,30,8.010843879053148,8.84249869762787,1.0,1.9001271233253376,9,4.719254728199201,0.0,13.0,19.391516386655415,5.3297285265509255e-40,9.85892464451513,0,0,0.0
40,1,mMTC,2,0.55,30,2.041051896614419,2.2676583574637657,1.0,0.46520746908114136,3,1.4711144399999998,1.9095665843431497,11.0,15.819185403950517,1.1732933981181868e-18,9.585321201526344,0,0,0.0
41,1,URLLC,0,0.55,30,2.096773971923737,1.484346778580492,1.0,6.722543215325701,2,1.15195896,0.9442333271159485,12.0,17.017842011634542,5.4878157387957275e-24,2.096773971923737,0,0,0.0
41,1,eMBB,1,0.55,30,8.419597461533954,8.84249869762787,1.0,1.9001271233253376,9,5.972481313396326,0.0,13.0,18.997665921012818,1.0450010245464583e-36,8.419597461533954,0,0,0.5804025384660463
41,1,mMTC,2,0.55,30,2.054183672731805,2.2676583574637657,1.0,0.46520746908114136,3,1.4711144399999998,1.0913126669635413,11.0,14.750654100490662,5.4773039377503306e-15,7.782883425761254,0,0,0.0
42,1,URLLC,0,0.55,30,2.1147503778412156,1.484346778580492,1.0,6.722543215325701,2,1.15195896,0.6757295444316412,12.0,16.64524181252496,3.585822288926853e-22,4.003217032073112,0,0,0.0
42,1,eMBB,1,0.55,30,9.175564831335276,8.84249869762787,1.0,1.9001271233253376,9,6.008884559999999,0.02371125867303552,13.0,18.87664951516824,9.388179391071822e-36,9.175564831335276,0,0,0.0
42,1,mMTC,2,0.55,30,2.074020023996056,2.2676583574637657,1.0,0.46520746908114136,3,1.2090653999999998,1.1290490684517949,10.0,13.402932988482018,1.8327106872784792e-11,6.057541071554715,0,0,0.0
43,1,URLLC,0,0.55,30,2.1742940438784624,1.484346778580492,1.0,6.722543215325701,2,0.9807429599999999,0.18963434639776086,11.0,16.219438964020032,2.810345804917841e-20,3.76168795847714,0,0,0.0
