load,L,rho_hat,strategic_rho_hat,truthful_reward_per_slot,strategic_reward_per_slot,truthful_utility,strategic_utility,raw_strategic_gain,ic_slack,theory_rho_T_over_L,mean_delay_ms,sla_violation_rate,throughput_mbps,wasted_prbs,seed
0.85,30,0.04083333333333333,0.025,-9.082039187274834,-18.979049047095778,531479.1295191962,561554.3439141129,30075.214394916664,1228.0712544590972,3.2666666666666666,3.365309045684333,0.25527777777777777,16.19221326723328,1.0878194900664921,10
0.85,60,0.0,0.0,-9.559151796095477,-18.194325463265933,496300.7452248368,503680.34496999654,7379.599745159736,0.0,0.0,5.321805919279373,0.375,14.289775946830535,1.7925206396910487,10
0.85,120,0.0,0.0,-8.613463424156562,-17.594624490486048,450389.5784693321,491113.25371632277,40723.67524699069,0.0,0.0,4.688700980784812,0.2952777777777778,14.233931482416654,2.6080631763156843,10
0.85,240,0.010833333333333334,0.0,-11.269677407340435,-20.98753719445416,402190.5552215446,486391.8367948986,84201.28157335403,912.1805503780021,0.10833333333333334,3.873460609220744,0.2618055555555555,14.789160984345369,5.727988442100132,10
1.15,30,0.11375000000000002,0.07291666666666666,-12.461318064224185,-22.020264939936695,884986.3887226906,829200.3480198198,0.0,0.0,9.100000000000001,4.71295324305075,0.4133333333333333,19.910479952253297,0.910338205256682,10
1.15,60,0.10041666666666667,0.03208333333333333,-15.214144281461031,-23.835816263963267,707201.9701058653,720486.7837824294,13284.81367656414,1334.0167066883157,4.016666666666667,10.100657682978646,0.37583333333333335,19.826472671645732,1.928435074933701,10
1.15,120,0.05,0.00125,-15.469118036749679,-16.709361413337454,768208.8753241304,735398.2957435279,0.0,0.0,1.0,23.676589901073342,0.5563888888888888,19.72362116091826,1.397761996551825,10
1.15,240,0.0,0.0,-15.40207113397271,-19.216807189091416,682745.1985619683,654422.1513750706,0.0,0.0,0.0,23.893332853268,0.4294444444444445,18.651125061850795,3.3751532180031076,10
0.55,30,0.0,0.0,-4.442415415731549,-4.9908967300312,196252.7480971604,225602.5166452418,29349.768548081396,0.0,0.0,1.417676491267094,0.1336111111111111,9.127554074373077,1.284445495441163,11
0.55,60,0.0,0.0,-4.639448669470436,-4.713370897686742,179090.65246589266,192108.90493005238,13018.252464159712,0.0,0.0,1.4107015352761887,0.13194444444444448,9.313422789195874,2.0570575254510697,11
0.55,120,0.0,0.0,-3.1926774007330123,-3.1121974716695564,207149.672136616,203902.80317819316,0.0,0.0,0.0,1.4118840125114582,0.10569444444444447,9.723233979744935,3.167552718310185,11
0.55,240,0.0,0.0,-5.105369028949318,-5.1815240763666495,188737.74417158173,140346.05279160582,0.0,0.0,0.0,1.451262351342879,0.1488888888888889,9.259810549245756,3.855107140904594,11
0.85,30,0.0,0.0,-8.333389974498552,-18.254023501478514,441984.6136027637,472791.6404391093,30807.026836345613,0.0,0.0,2.753643720925881,0.24305555555555552,14.108708584896954,0.8939430153741761,11
0.85,60,0.026250000000000002,0.05,-8.27221089145185,-16.322156908811426,489521.10963166825,524261.6051297513,34740.495498083066,1737.0247749041534,1.05,3.3227660453311727,0.26069444444444445,14.679999074123439,2.037843120231307,11
0.85,120,0.05208333333333333,0.0,-13.627785311989442,-14.130564621577756,455417.3652167213,470477.61327333504,15060.248056613724,784.3879196152981,1.0416666666666665,11.189366166367291,0.42388888888888887,14.65819238313873,3.671688387071119,11
0.85,240,0.0,0.0,-15.606572123202367,-19.64805222425471,435458.1856985161,458943.9980022006,23485.812303684535,0.0,0.0,17.634413168795266,0.4459722222222222,13.644888634418397,1.7398254306149288,11
1.15,30,0.09875,0.0475,-13.533153741425451,-22.051154851710944,836395.7384916312,776245.4764876497,0.0,0.0,7.9,5.323664751034913,0.39194444444444443,20.308830954756296,0.7411013518191952,11
1.15,60,0.10916666666666668,0.1,-16.31484317933669,-21.381613947182455,845984.1822750856,820380.7313142887,0.0,0.0,4.366666666666666,13.967861402526779,0.47805555555555557,19.804984738194584,1.2338995508289674,11
1.15,120,0.14041666666666666,0.2,-16.883920825048687,-23.016878662304528,728063.3141197488,712620.5805875154,0.0,0.0,2.808333333333333,12.23798883857126,0.46708333333333324,19.780545699229343,2.7029220482873635,11
1.15,240,0.035833333333333335,0.1,-18.186676304056917,-24.41024858105676,632091.6657849846,641985.7464728258,9894.080687841168,989.4080687841168,0.35833333333333334,21.213473569654305,0.3951388888888889,19.16657980717182,4.598292613539355,11
0.55,30,0.0,0.0,-5.62095660555579,-6.2548410359704105,194670.3325032715,263140.7196161734,68470.38711290192,0.0,0.0,1.3495406902647913,0.14833333333333334,9.767198367133819,1.4577016973105916,12
0.55,60,0.0,0.0,-5.080982109507222,-6.807723956297849,257524.99778141483,284939.80526666174,27414.807485246914,0.0,0.0,2.4316031474895174,0.18416666666666665,9.676634931143445,1.6842583747881914,12
0.55,120,0.0,0.0,-5.494476510176246,-5.986317272104169,181327.51627111755,235927.63311404863,54600.11684293108,0.0,0.0,1.67241935422456,0.15402777777777776,9.243075130514203,3.4944407392977253,12
0.55,240,0.0,0.0,-6.998385813020819,-7.930232657614185,239509.4843898685,280637.44380950404,41127.95941963553,0.0,0.0,4.363420632466788,0.20680555555555555,9.47848044748694,1.697335361106052,12
0.85,30,0.0,0.0,-7.820680509277103,-18.6305585912113,435929.79659594584,504215.6917634167,68285.89516747085,0.0,0.0,2.20816053875455,0.18486111111111111,14.156028535954244,1.2442976982126257,12
0.85,60,0.05,0.003333333333333333,-12.768313269874833,-19.86230291507527,534054.2145823247,548465.8476246482,14411.63304232352,720.581652116176,2.0,9.938908294406676,0.39444444444444443,15.14298155456321,2.2267284954976025,12
0.85,120,0.0,0.0008333333333333333,-13.374859719048642,-17.88592670745836,535461.6429855736,557669.9806171629,22208.337631589267,18.506948026324388,0.0,16.157678961213474,0.41194444444444445,15.093645186094372,1.9714406395931263,12
0.85,240,0.0,0.0,-16.70046730430186,-21.308659661508617,493352.67368568876,513506.0916923712,20153.41800668242,0.0,0.0,18.28571185816049,0.4461111111111111,14.540945553005937,2.059883676648432,12
1.15,30,0.04083333333333334,0.12833333333333335,-14.567594917721113,-19.11815546072572,802840.5185866896,719411.4692460457,0.0,0.0,3.266666666666667,8.756589365047656,0.41930555555555554,19.73608111862794,1.0034197251290737,12
1.15,60,0.025833333333333337,0.08499999999999999,-8.031925086214716,-16.918840307278987,632446.0890230434,626170.2692616686,0.0,0.0,1.0333333333333334,3.720904343350395,0.2602777777777778,17.275337083169905,2.22073282997362,12
1.15,120,0.12666666666666665,0.06916666666666667,-14.072220069493717,-21.525446373265513,796267.7633887086,767455.4309162642,0.0,0.0,2.5333333333333328,11.372189957148606,0.4722222222222222,19.80377754684943,2.6289902931236906,12
1.15,240,0.06000000000000001,0.04833333333333333,-16.686643371550698,-20.01618992539337,761772.5437649535,760260.992312182,0.0,0.0,0.6000000000000001,11.127365519459811,0.43888888888888894,19.391368108846947,3.1584487115068525,12
0.55,30,0.0,0.0,-4.2716701775251975,-4.916451980476357,207025.03252859937,240543.3437270014,33518.31119840202,0.0,0.0,1.2117052417805638,0.12250000000000001,9.514223163742283,1.6758003807796953,13
0.55,60,0.0,0.0,-5.717929583745454,-5.967855021571887,211366.143152718,261567.8464551657,50201.70330244771,0.0,0.0,2.1115511687224013,0.17444444444444446,9.658967293146906,1.9825668944143415,13
0.55,120,0.0,0.0,-7.690874279489076,-8.157740972553714,237875.41754681282,282113.7065901012,44238.28904328836,0.0,0.0,2.9261093472212494,0.2188888888888889,9.72129660098224,1.5220337213168775,13
0.55,240,0.0,0.0,-5.598314199605959,-5.730590017167916,219668.03238381282,250356.41585719906,30688.38347338623,0.0,0.0,2.357358336698177,0.17444444444444446,9.31191286837198,2.1975684953146817,13
0.85,30,0.025416666666666664,0.0325,-7.492315260247095,-17.93525334042616,494790.6218266623,535305.0957347654,40514.47390810313,1316.7204020133518,2.033333333333333,2.388345884368829,0.20611111111111108,14.8772229741928,1.0798211013681616,13
0.85,60,0.010416666666666668,0.005833333333333334,-9.717369717680352,-14.246115724964023,447701.81383924634,477035.13808568986,29333.324246443517,305.55546090045334,0.41666666666666674,4.861146479611714,0.3031944444444445,15.236085039554535,2.3805353776240823,13
0.85,120,0.05333333333333333,0.05,-9.015417115573847,-14.912255424175354,480256.1591131629,522226.5766284714,41970.41751530848,2238.422267483119,1.0666666666666667,5.520037590609557,0.3138888888888889,14.266486010609594,3.4189030448429505,13
0.85,240,0.011666666666666667,0.0,-10.3610535787943,-14.849751788718795,437211.67392346147,505846.32561053743,68634.65168707597,800.7376030158863,0.11666666666666667,10.898254356206705,0.3547222222222222,14.342032495479469,4.3512173229220235,13
1.15,30,0.07166666666666667,0.025,-11.586604660223179,-22.50293504571077,804155.8653417069,778308.0235075337,0.0,0.0,5.733333333333333,4.332327741458562,0.28888888888888886,19.791370555733895,1.0742735005585993,13
1.15,60,0.1275,0.07541666666666666,-17.27432630112446,-24.04084138322142,847332.7191636976,807720.2579908938,0.0,0.0,5.1,10.352939516621383,0.5080555555555556,20.48633388422987,1.203043845351559,13
1.15,120,0.08166666666666667,0.04583333333333333,-15.337645331206968,-25.71172234336816,715616.8435060675,728519.2676098726,12902.424103805097,1053.6979684774162,1.6333333333333333,6.5908192377499235,0.3590277777777777,19.86723381363129,2.7366543321652115,13
1.15,240,0.20166666666666666,0.00125,-17.013056522154184,-24.808782866821232,711773.5955707929,773510.667719192,61737.07214839908,12450.309549927148,2.0166666666666666,11.615057150822398,0.37625000000000003,19.989143761166844,5.148438339134076,13
0.55,30,0.0,0.0,-5.203058725820837,-6.668056961124779,216934.1976528214,270320.6891764162,53386.4915235948,0.0,0.0,1.5845304170673797,0.15180555555555558,9.576048842222379,1.419899647327545,14
0.55,60,0.0,0.0,-5.430198130679911,-5.828747427907453,209654.91212546625,244370.25392201633,34715.341796550085,0.0,0.0,1.6505812858156887,0.1547222222222222,9.29369943986153,1.3828250791512904,14
0.55,120,0.0,0.0,-6.622060990564222,-6.593126284556144,239472.71888374793,293874.70579309465,54401.98690934671,0.0,0.0,3.652319490918164,0.2031944444444444,9.886413940172075,2.793219168428659,14
0.55,240,0.0,0.0,-6.064769261166809,-6.453537431599022,202444.45050033828,252112.98312974686,49668.53262940858,0.0,0.0,2.4986702039481847,0.1880555555555556,9.639880362699117,5.393880931626843,14
0.85,30,0.0,0.003333333333333333,-7.777461295560767,-17.028412557407716,475983.21244090755,499935.93159813253,23952.719157224987,79.84239719074995,0.0,2.3794536280736134,0.18555555555555556,14.78573475586621,1.414109280728972,14
0.85,60,0.00041666666666666664,0.0020833333333333333,-10.005361486045784,-10.525414436825708,449465.84987857874,393385.73982974375,0.0,0.0,0.016666666666666666,5.3690463892548905,0.3572222222222222,13.434860273920355,1.5710573489622361,14
0.85,120,0.0,0.0,-10.266565860053488,-17.720200040656255,443311.0002182525,477903.5297810353,34592.529562782845,0.0,0.0,10.324975915783458,0.36125,13.600775846525995,2.2888290109200953,14
0.85,240,0.0,0.0,-18.543883056912335,-20.231062363637363,532331.1233467961,529587.9508836607,0.0,0.0,0.0,38.18087541864759,0.5075,14.526331840044268,1.9145200222086445,14
1.15,30,0.06583333333333333,0.06333333333333332,-12.27289899526621,-21.183602912948352,860218.9734393447,821282.1349913675,0.0,0.0,5.266666666666666,7.903253280127996,0.3595833333333333,20.363551874576896,1.1397215997652639,14
1.15,60,0.08333333333333333,0.02375,-15.665903976906764,-22.543373344481385,753956.7372151552,712896.0712698989,0.0,0.0,3.3333333333333335,8.770892441208721,0.43805555555555553,19.48336606026963,1.1644689977473355,14
1.15,120,0.12333333333333334,0.10083333333333333,-14.450900539140608,-22.391185420479154,683849.7458071965,690238.3875258161,6388.6417186196195,787.9324786297531,2.466666666666667,9.89245827183328,0.42625,19.706377199531264,3.693718371560177,14
1.15,240,0.0,0.0,-14.819810994514846,-18.698097988326353,676924.7299756914,651820.6197344156,0.0,0.0,0.0,16.008161082772514,0.48305555555555557,18.36139816697651,4.723761528442397,14
0.55,30,0.0,0.0,-3.9466302780191116,-4.570157700255776,180955.46127033766,254823.29235045743,73867.83108011977,0.0,0.0,1.1381541831390376,0.11222222222222222,9.043624880977461,1.39218218149206,15
0.55,60,0.0,0.0,-5.385766423142031,-6.046196652384518,223298.62127020638,275154.4812832554,51855.86001304901,0.0,0.0,1.6898654579386605,0.15694444444444444,9.622069674338501,1.9551111358886353,15
0.55,120,0.0,0.0,-6.730119721986731,-7.166434922947559,220038.0066488294,278113.78853834677,58075.781889517355,0.0,0.0,2.1129525065996546,0.18305555555555555,9.722005553163854,1.9399916815020712,15
0.55,240,0.00041666666666666664,0.0,-6.465227511061041,-6.79489858399394,203487.29132421134,258353.31169214015,54866.02036792881,22.860841819970336,0.004166666666666667,2.2829291763996618,0.1848611111111111,9.45158474747981,3.7118990811163877,15
0.85,30,0.021666666666666667,0.0125,-7.693527750059996,-16.298351046589474,469981.3550143233,507506.73837558075,37525.38336125744,813.0499728272446,1.7333333333333334,2.4711761660871567,0.20055555555555554,14.499214114388725,1.2399576922249527,15
0.85,60,0.025,0.0008333333333333333,-6.254543662950873,-11.670242310369131,402169.1795613033,447129.5254776667,44960.34591636341,1124.0086479090853,1.0,2.518484417251542,0.21055555555555552,13.44795122682146,2.1985115248357383,15
0.85,120,0.0,0.02375,-9.067564032224803,-15.883618226614159,455617.7712044886,458824.4932653757,3206.722060887143,76.15964894606965,0.0,5.2250145737535085,0.31500000000000006,15.113221804958954,2.67870728358897,15
0.85,240,0.0,0.0,-14.680548410333662,-17.50272055950521,508216.0701903279,516851.4590291522,8635.388838824292,0.0,0.0,23.43606560690327,0.42555555555555546,13.946696246067287,2.2657159107615303,15
1.15,30,0.12083333333333332,0.06666666666666667,-14.34821930631786,-20.79259105033724,875374.9821581349,827813.3785424198,0.0,0.0,9.666666666666664,10.673066579377974,0.4834722222222222,20.937087901129438,0.7947074744098439,15
1.15,60,0.030416666666666668,0.060833333333333336,-10.497836474193134,-21.239078300952364,694015.8923697128,653510.7466486968,0.0,0.0,1.2166666666666666,3.6139131641417146,0.27888888888888885,18.86284067172459,2.1046609842957635,15
1.15,120,0.15,0.06916666666666667,-23.558750656963166,-25.107252081191696,803593.4845795081,753691.2313647026,0.0,0.0,3.0,28.790483373212616,0.6077777777777779,20.404769188134225,0.7657613440712753,15
1.15,240,0.00041666666666666664,0.0,-15.924721982087755,-21.88436133915725,710466.7100347272,671504.4889877081,0.0,0.0,0.004166666666666667,15.627105136945989,0.4288888888888889,18.992716215247064,2.553051555502745,15
0.55,30,0.0,0.0,-5.6332942943205175,-6.9444402512837256,203395.53017580678,245800.9230053024,42405.39282949563,0.0,0.0,1.5836961691364588,0.1583333333333333,9.348893918890365,1.4945045113157667,16
0.55,60,0.0,0.0,-6.7827941658352024,-8.174089748458016,227937.376250008,277062.75190638605,49125.37565637805,0.0,0.0,1.8490347959252802,0.17680555555555555,10.401420227932814,2.098757491788018,16
0.55,120,0.0,0.0,-6.183660858542055,-6.307498838304773,230094.2580041576,260967.56019839016,30873.302194232558,0.0,0.0,1.820661139162614,0.1725,9.37403820628827,1.5341134019871439,16
0.55,240,0.0,0.0,-7.198120687814456,-7.420853762624424,227141.23794762473,257848.29646390633,30707.0585162816,0.0,0.0,3.459240131363779,0.23180555555555554,9.399355788307375,2.9193095481619467,16
0.85,30,0.04666666666666667,0.029166666666666664,-8.354355382135772,-19.046408890910808,440491.29251970816,495808.65952617,55317.367006461835,2581.477126968219,3.7333333333333334,2.951805837063274,0.21208333333333335,14.932766291377254,1.3875975524605177,16
0.85,60,0.025416666666666664,0.0,-9.04145823238424,-14.678069136122497,479491.11399464036,520438.5531938829,40947.439199242566,1040.7474129807485,1.0166666666666666,5.338248426839035,0.32305555555555554,14.874873651391999,2.5364155212970907,16
0.85,120,0.0,0.0,-16.63246872085273,-19.44223601293211,513872.14942452166,519519.33519279264,5647.1857682709815,0.0,0.0,20.203974694512983,0.4844444444444444,14.70163167925073,1.957507758543446,16
0.85,240,0.0,0.0,-12.302368862747016,-17.467153585180213,414437.6346613073,479800.7588762112,65363.12421490386,0.0,0.0,9.302378291057138,0.39486111111111116,13.804459026640448,2.4879492425240564,16
1.15,30,0.12375,0.03791666666666667,-15.49194562065969,-23.71238903044655,855692.6806359924,816468.0322718421,0.0,0.0,9.9,7.754366624469197,0.4372222222222223,20.70464663858227,0.7833701143796044,16
1.15,60,0.11000000000000001,0.05333333333333333,-12.781391446831828,-20.101938198005232,778889.7943720418,757643.6953929872,0.0,0.0,4.400000000000001,10.441916426967419,0.4956944444444445,19.868678729458686,1.2893973346859608,16
1.15,120,0.06958333333333333,0.01125,-13.704005901472517,-23.20204281262214,784134.3843910778,752836.414075899,0.0,0.0,1.3916666666666666,10.188967167216656,0.4176388888888889,19.964354583114424,1.811370294985693,16
1.15,240,0.03666666666666667,0.0,-17.507194547860873,-19.85615460213232,852940.9149618745,797315.8146940508,0.0,0.0,0.36666666666666664,63.011201320034445,0.4761111111111111,19.38285231483045,4.211802484640016,16
0.55,30,0.0,0.0,-5.602660523218489,-6.046770822424095,208264.55776253878,246076.89444231841,37812.33667977963,0.0,0.0,1.3688558653081286,0.15375,9.347528619865914,1.1180136919433263,17
0.55,60,0.0,0.0,-3.8648359726532955,-4.220423948158738,222419.15086851633,264468.1425436928,42048.991675176454,0.0,0.0,1.709541063913892,0.13291666666666666,9.496255152736428,2.084611438348378,17
0.55,120,0.0,0.0,-4.5338918477223755,-4.593236002072002,228194.21513351126,263241.51004141476,35047.2949079035,0.0,0.0,2.01430791461459,0.1520833333333333,9.279624791563034,2.293042077628969,17
0.55,240,0.0,0.0,-5.683403023901355,-6.105400526679826,213715.90693669728,256036.8447874876,42320.9378507903,0.0,0.0,2.1268452276542087,0.16791666666666663,9.23465388679379,2.6578414430090875,17
0.85,30,0.0625,0.030833333333333334,-6.979885532305581,-18.43749118910143,471501.0196387074,532585.4975872139,61084.47794850648,3817.779871781655,5.0,1.9291198668273097,0.19708333333333333,14.632066973091572,1.4330814326332675,17
0.85,60,0.0,0.0,-11.768782003935728,-18.726323693870828,535272.8037901557,533182.6701393897,0.0,0.0,0.0,9.398799416674418,0.41374999999999995,14.407129515480657,1.2410333899542902,17
0.85,120,0.009166666666666667,0.0,-8.50531662833382,-15.148908309170313,386509.8334844084,439407.3862825657,52897.552798157325,484.8942339831088,0.18333333333333332,2.7950407651532716,0.2577777777777778,13.778887949402,2.4115978299886676,17
0.85,240,0.017083333333333332,0.0,-16.14830722222618,-20.422005442076856,475197.0558302094,521837.6467241107,46640.5908939013,796.7767611041472,0.17083333333333334,20.98217756034276,0.4147222222222222,14.527451302434804,4.373083608092239,17
1.15,30,0.052500000000000005,0.05708333333333333,-9.957341247830506,-19.14905020227005,874194.1725992578,822012.7162382163,0.0,0.0,4.2,5.509728000692746,0.35444444444444445,19.952746820050418,0.9029436348964781,17
1.15,60,0.0675,0.004999999999999999,-9.636234973027376,-19.335792191133702,729867.3359940288,734005.9366198126,4138.600625783787,279.35554224040567,2.7,5.0725870396781705,0.34597222222222224,18.549809281483164,1.8500928920470963,17
1.15,120,0.08708333333333333,0.04875,-24.857923282909507,-27.657723239405133,794369.0377310091,752760.5275453336,0.0,0.0,1.7416666666666667,29.43040818363904,0.5593055555555555,20.254407877736178,2.46594751939268,17
1.15,240,0.2,0.2,-12.747224995009617,-21.011496243286082,628641.8462600668,631448.8457746991,2806.9995146322763,561.3999029264553,2.0,11.904449421804898,0.45138888888888884,19.627515741204025,3.5812837290564943,17
0.55,30,0.0,0.0,-4.651084293101151,-5.660050776679691,188648.11878541115,259119.6561049398,70471.53731952864,0.0,0.0,1.1253712863567784,0.12194444444444444,9.20053354514857,1.5511523379224696,18
0.55,60,0.012083333333333333,0.0,-5.77510941360848,-6.477632187938237,220800.93898411427,280382.1773602339,59581.23837611964,719.9399637114457,0.48333333333333334,1.750426906023882,0.16333333333333333,10.2249781042427,2.2738779413942254,18
0.55,120,0.0,0.0,-6.123438026826418,-6.251650114400837,191306.53252746136,223615.6190245259,32309.086497064534,0.0,0.0,1.2934976679560255,0.14875,9.194124383823048,2.259467466704364,18
0.55,240,0.0,0.0,-6.7463507450502345,-7.146097080771378,220374.0270720294,265313.9416323027,44939.91456027332,0.0,0.0,2.5447913401359776,0.20708333333333334,9.885303655151024,2.8701175507139722,18
0.85,30,0.0125,0.0,-6.857384347338827,-17.67365355905675,468202.5405490752,524028.3600114602,55825.81946238503,697.8227432798129,1.0,2.4609058932126944,0.20513888888888884,14.648442432881769,1.104330734800667,18
0.85,60,0.0,0.0,-6.691963434617272,-11.907135835944427,401146.869761056,433977.41253957903,32830.54277852306,0.0,0.0,2.220218659518152,0.19555555555555554,13.617650006336742,2.0850563452565605,18
0.85,120,0.05,0.024583333333333332,-11.479564297551166,-19.804185417498715,456976.00433272024,508330.1662716454,51354.16193892516,2567.708096946258,1.0,6.732459039612974,0.3588888888888889,14.749427536221457,2.3762560030122204,18
0.85,240,0.0016666666666666666,0.0,-15.001069346141943,-18.32033699096388,430250.10309353855,473962.3003335296,43712.197239991045,72.85366206665174,0.016666666666666666,26.033280014707486,0.3908333333333333,13.532320140236322,3.3380271566957944,18
1.15,30,0.04166666666666667,0.05333333333333333,-12.479747978885461,-23.335158886827813,768633.7554461038,727973.3664982055,0.0,0.0,3.333333333333334,3.89092763918359,0.2866666666666666,19.58139675089395,0.8727226795570588,18
1.15,60,0.10708333333333334,0.155,-17.740329220969706,-24.497544667390383,862417.4077078452,773841.5553799979,0.0,0.0,4.283333333333333,12.390864626570263,0.4738888888888889,20.338990596691428,1.015412606447338,18
1.15,120,0.027916666666666666,0.0,-17.473400541865377,-22.68613741559023,688539.0180243626,683687.7095567815,0.0,0.0,0.5583333333333333,18.582576493891555,0.4595833333333334,18.46157225548866,1.8615511732112844,18
1.15,240,0.0675,0.13666666666666666,-15.254198841132533,-18.38382045247132,714645.4222431006,699108.3191715955,0.0,0.0,0.675,19.153821523122982,0.44749999999999995,18.991845578639847,4.137671364630028,18
0.55,30,0.0,0.0,-5.198286249638204,-6.176465627308359,217530.2298064483,286118.528689833,68588.2988833847,0.0,0.0,1.5350134355031524,0.14902777777777776,9.631546225773892,1.4942206228406274,19
0.55,60,0.0,0.0,-4.601933874035315,-6.871257537465805,266179.5460763756,312660.61008809693,46481.06401172135,0.0,0.0,2.320752123278328,0.1634722222222222,10.426585236345165,2.2164782942649444,19
0.55,120,0.0,0.0,-5.385821599038111,-5.762299667590084,199769.39396176743,245643.60937836565,45874.21541659822,0.0,0.0,1.9176521828428463,0.16055555555555556,9.584593215832394,3.0302159106065325,19
0.55,240,0.0,0.0,-6.473848536244124,-6.77467338906947,170547.39873395165,197351.36439844593,26803.965664494288,0.0,0.0,1.447988355714826,0.16416666666666666,9.387931921460469,4.157742025174036,19
0.85,30,0.01583333333333333,0.0125,-7.134223500779004,-17.94400961049927,484714.5721590808,531529.9511567277,46815.37899764691,741.243500796076,1.2666666666666664,2.8504803700189383,0.23708333333333337,15.1626724069787,1.3081205503198632,19
0.85,60,0.00041666666666666664,0.0,-11.51000882295647,-19.06246856700384,500021.7821079519,502501.077370827,2479.295262875152,1.0330396928646466,0.016666666666666666,7.5865764985932405,0.4175,14.458702396879492,1.2410445025782486,19
0.85,120,0.0,0.0,-12.493654885800488,-17.225408850873002,469781.2807603373,497975.49702896544,28194.216268628137,0.0,0.0,15.052014577677927,0.39236111111111105,14.576144306932903,2.51334085208314,19
0.85,240,0.0,0.0,-17.808429142234463,-18.56919175367042,640794.8045508259,612588.9561361568,0.0,0.0,0.0,45.14426086611591,0.48388888888888887,15.511106930855107,1.1005823037980962,19
1.15,30,0.10375000000000001,0.06999999999999999,-10.383108083473939,-19.850337855107476,855175.8251243003,817704.5881157519,0.0,0.0,8.3,3.6866347576653693,0.28736111111111107,20.495612338328147,1.0441810046845266,19
1.15,60,0.09791666666666668,0.029583333333333333,-14.709930542485381,-19.671244914940864,843461.1272954731,792512.6156150175,0.0,0.0,3.916666666666667,16.078746025739914,0.4761111111111111,19.12672222922824,1.0728759392203073,19
1.15,120,0.21166666666666667,0.08375,-16.871052921976265,-18.89817215935017,828138.7629608938,791171.5347686246,0.0,0.0,4.233333333333333,25.50328098721087,0.49819444444444433,19.864194611032392,2.2869044048275797,19
1.15,240,0.19916666666666666,0.01125,-16.782745188368985,-23.791614587394832,747782.8098905946,749579.595375286,1796.7854846913833,357.8597757010338,1.9916666666666667,11.07514106150031,0.43652777777777774,19.54001695745547,5.736067567918229,19
0.55,30,0.0,0.0,-4.3113687773300065,-4.489966792108965,174358.9445111764,226098.87193778213,51739.92742660572,0.0,0.0,1.0890094577658929,0.11499999999999999,8.915959886476962,1.2800392459612737,20
0.55,60,0.0,0.0,-5.1994648468926785,-5.32230079534828,170235.59883953695,207248.07327940088,37012.47443986393,0.0,0.0,1.2657595989342876,0.13361111111111112,8.542121204220196,1.5823380450485334,20
0.55,120,0.0,0.0,-5.546894222667238,-5.789206767874832,195221.13976581153,260192.78215268388,64971.64238687235,0.0,0.0,1.5205756085963935,0.14819444444444446,9.159623574652567,2.4847757205653536,20
0.55,240,0.0,0.0,-4.915369002409181,-5.766214342550293,208022.73546408754,264377.997751279,56355.262287191435,0.0,0.0,1.7278215975212745,0.15291666666666665,9.396772049304554,3.3873381147084,20
0.85,30,0.025,0.0125,-7.418001387143547,-14.430554266661156,405545.75812043395,451798.4623620534,46252.704241619445,1156.3176060404862,2.0,2.0620584228776218,0.19805555555555557,13.652803743894129,1.3059838823177374,20
0.85,60,0.0,0.00625,-8.057361770054529,-14.87082274362739,466581.88646858296,469517.9584782558,2936.0720096728182,18.350450060455113,0.0,3.2720523938130865,0.24930555555555553,14.027628034527604,1.4197607255310187,20
0.85,120,0.05,0.05,-9.337796536383793,-15.124710871419143,482449.6416868028,512523.67109634535,30074.029409542563,1503.7014704771282,1.0,4.480029645042943,0.3275,14.226579499410642,2.9323931837203365,20
0.85,240,0.0,0.0,-7.864494481246221,-17.45308142378376,412831.65508503356,511169.5594377103,98337.90435267676,0.0,0.0,5.172776023394152,0.2841666666666667,15.058446537316755,5.230980486587033,20
1.15,30,0.10625,0.03375,-12.427051597376398,-21.446628396630093,785806.1766462246,737642.9863097208,0.0,0.0,8.5,5.445461296282784,0.41194444444444434,20.301742465833343,1.0133206342005852,20
1.15,60,0.15333333333333332,0.1,-13.632886106677388,-22.157821460701335,789873.616219186,762070.2309694345,0.0,0.0,6.133333333333334,6.5939801063791235,0.4131944444444445,19.719247480498947,1.727422774244527,20
1.15,120,0.011666666666666667,0.0,-18.48889365750735,-24.307152652449542,694350.564748741,686679.5405633498,0.0,0.0,0.23333333333333334,21.734709443359026,0.395,18.17736549734535,1.9652345298138176,20
1.15,240,0.2029166666666667,0.020833333333333336,-17.059037093553137,-23.61007284554604,763439.0892457337,759939.6149894983,0.0,0.0,2.029166666666667,20.375152551057727,0.4141666666666667,19.795922686540187,4.034024239917729,20
0.55,30,0.0,0.0,-4.671761617993661,-5.483828963927089,215928.52127277423,281375.24912019004,65446.72784741581,0.0,0.0,1.5039103996199394,0.1411111111111111,9.69620990919714,1.3426899384678208,21
0.55,60,0.0,0.0,-4.104550053480779,-4.250744999637688,198605.85887869252,227130.4280756087,28524.569196916185,0.0,0.0,1.541657337077639,0.12999999999999998,9.562831930626459,1.943291883950414,21
0.55,120,0.0,0.0,-4.985010367136095,-5.386279258718113,212851.9740785702,265718.85645496426,52866.88237639406,0.0,0.0,1.7103164333528351,0.15152777777777776,9.77003595602355,3.3663521106811443,21
0.55,240,0.0,0.0,-6.553245737520554,-6.74016310856692,224092.79803116803,263525.6445894878,39432.84655831978,0.0,0.0,2.3299090882858757,0.1973611111111111,9.791429364988975,2.12450397341939,21
